Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,Last5AwayOver2.5Count,Last5HomeOver2.5Count,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,B365CAHH,AvgLast5HomeGoalsConceded,MaxC>2.5,AvgAwayGoalsScored,AvgHomeGoalsScored,HC,Over2.5
2023-12-09,D1,14:30,Wolfsburg,Freiburg,A,D,2023/2024,60.0,60.0,3,3.0,3.0,1,70.59,64.71,1.4,0.8,1.6,1.92,1.2,1.94,1.0,1.47,5,0
2023-12-20,D1,19:30,Heidenheim,Freiburg,H,A,2023/2024,60.0,60.0,3,3.0,3.0,4,70.59,58.82,2.0,1.2,1.6,1.93,1.8,2.13,1.0,1.76,7,1
2024-01-27,D1,14:30,Werder Bremen,Freiburg,H,D,2023/2024,60.0,60.0,4,3.0,3.0,4,70.59,70.59,1.6,1.2,1.8,2.06,1.4,1.92,1.0,1.71,5,1
2024-02-09,D1,19:30,Dortmund,Freiburg,H,H,2023/2024,60.0,80.0,8,3.0,4.0,3,70.59,64.71,2.6,1.0,1.8,2.04,1.4,1.46,1.0,2.18,5,1
2024-02-25,D1,18:30,Augsburg,Freiburg,H,A,2023/2024,80.0,60.0,8,4.0,3.0,1,70.59,58.82,1.4,1.0,2.2,2.06,1.6,1.79,1.0,1.53,10,1
2024-03-10,D1,14:30,Bochum,Freiburg,A,A,2023/2024,100.0,60.0,6,5.0,3.0,5,70.59,58.82,1.4,1.2,2.4,1.87,1.8,2.06,1.0,1.53,12,1
2024-03-30,D1,14:30,M'gladbach,Freiburg,A,A,2023/2024,100.0,80.0,4,5.0,4.0,8,70.59,76.47,1.8,1.4,1.8,1.86,2.0,1.77,1.0,1.59,14,1
2024-04-14,D1,14:30,Darmstadt,Freiburg,A,A,2023/2024,80.0,60.0,4,4.0,3.0,3,70.59,64.71,0.6,1.4,1.2,1.95,3.2,1.72,1.0,0.88,2,0
2024-05-04,D1,17:30,FC Koln,Freiburg,D,D,2023/2024,60.0,40.0,7,3.0,2.0,0,70.59,41.18,0.6,1.4,0.6,1.88,2.0,1.78,1.0,0.88,7,0
2024-05-18,D1,14:30,Union Berlin,Freiburg,H,D,2023/2024,60.0,80.0,5,3.0,4.0,5,70.59,58.82,1.6,1.4,0.6,1.91,2.4,1.79,1.0,1.29,3,1
2024-09-01,D1,16:30,Bayern Munich,Freiburg,H,H,2024/2025,0.0,0.0,4,0.0,0.0,4,0.0,0.0,2.0,0.0,2.0,1.9,0.0,1.29,0.0,2.0,2,0
2023-08-19,D1,14:30,Wolfsburg,Heidenheim,H,H,2023/2024,0.0,0.0,8,0.0,0.0,1,47.06,64.71,2.0,0.0,2.0,2.13,0.0,1.67,1.18,1.47,1,0
2023-09-01,D1,19:30,Dortmund,Heidenheim,D,H,2023/2024,50.0,50.0,9,1.0,1.0,6,47.06,64.71,1.5,1.0,2.0,1.89,1.0,1.32,1.18,2.18,3,1
2023-09-24,D1,14:30,Leverkusen,Heidenheim,H,H,2023/2024,66.67,100.0,10,2.0,3.0,1,47.06,82.35,4.0,1.0,2.67,1.93,1.33,1.37,1.18,2.76,7,1
2023-10-08,D1,18:30,Ein Frankfurt,Heidenheim,H,H,2023/2024,50.0,0.0,6,2.0,0.0,2,47.06,52.94,1.0,0.75,2.5,2.07,0.25,1.83,1.18,1.71,3,0
2023-10-28,D1,14:30,M'gladbach,Heidenheim,H,D,2023/2024,60.0,80.0,6,3.0,4.0,3,47.06,76.47,1.0,0.8,2.4,1.87,1.8,1.52,1.18,1.59,6,1
2023-11-11,D1,14:30,Bayern Munich,Heidenheim,H,H,2023/2024,80.0,100.0,8,4.0,5.0,2,47.06,70.59,4.8,1.2,2.8,2.03,0.8,1.22,1.18,3.12,7,1
2023-12-02,D1,14:30,RB Leipzig,Heidenheim,H,H,2023/2024,80.0,80.0,8,4.0,4.0,1,47.06,58.82,2.6,1.0,2.8,1.97,0.8,1.39,1.18,2.35,5,1
2023-12-16,D1,14:30,Mainz,Heidenheim,A,A,2023/2024,60.0,40.0,4,3.0,2.0,2,47.06,35.29,0.6,1.0,2.0,1.91,1.6,1.71,1.18,1.35,8,0
2024-01-13,D1,14:30,FC Koln,Heidenheim,D,H,2023/2024,60.0,20.0,6,3.0,1.0,2,47.06,41.18,1.0,1.2,1.8,2.01,0.8,1.82,1.18,0.88,9,0
2024-01-27,D1,14:30,Hoffenheim,Heidenheim,D,D,2023/2024,40.0,60.0,8,2.0,3.0,3,47.06,70.59,2.0,1.2,1.6,1.92,1.8,1.54,1.18,1.82,9,0
2024-02-10,D1,14:30,Werder Bremen,Heidenheim,A,A,2023/2024,40.0,60.0,3,2.0,3.0,3,47.06,70.59,1.4,1.2,1.0,1.85,1.4,1.9,1.18,1.71,5,1
2024-02-24,D1,14:30,Union Berlin,Heidenheim,D,H,2023/2024,40.0,40.0,3,2.0,2.0,4,47.06,58.82,1.8,1.4,1.0,1.86,0.6,2.12,1.18,1.29,4,1
2024-03-09,D1,14:30,Augsburg,Heidenheim,H,H,2023/2024,40.0,60.0,4,2.0,3.0,1,47.06,58.82,1.4,1.2,1.2,1.84,1.4,1.58,1.18,1.53,5,0
2024-03-31,D1,16:30,Stuttgart,Heidenheim,D,H,2023/2024,60.0,60.0,6,3.0,3.0,3,47.06,76.47,2.8,1.6,1.6,1.78,1.4,1.42,1.18,2.94,6,1
2024-04-13,D1,14:30,Bochum,Heidenheim,D,D,2023/2024,60.0,80.0,5,3.0,4.0,3,47.06,58.82,1.6,1.6,1.6,1.73,2.2,1.79,1.18,1.53,6,0
2024-04-28,D1,18:30,Darmstadt,Heidenheim,A,D,2023/2024,40.0,60.0,4,2.0,3.0,6,47.06,64.71,0.6,1.4,1.4,2.0,3.0,1.71,1.18,0.88,3,0
2024-05-11,D1,14:30,Freiburg,Heidenheim,D,D,2023/2024,20.0,60.0,3,1.0,3.0,3,47.06,58.82,1.2,1.2,1.2,2.0,2.2,1.72,1.18,1.65,2,0
2024-08-25,D1,16:30,St Pauli,Heidenheim,A,D,2024/2025,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0,2.0,0.0,2.02,2.0,2.05,2.0,0.0,4,0
2022-08-06,D1,14:30,Union Berlin,Hertha,H,H,2022/2023,100.0,100.0,8,1.0,1.0,3,64.71,47.06,3.0,1.0,3.0,1.9,1.0,2.0,1.06,1.76,5,1
2022-08-19,D1,19:30,M'gladbach,Hertha,H,H,2022/2023,50.0,50.0,6,1.0,1.0,5,64.71,52.94,2.0,0.5,2.0,2.05,0.5,1.51,1.06,1.94,5,0
2022-09-04,D1,14:30,Augsburg,Hertha,A,D,2022/2023,33.33,66.67,2,1.0,2.0,6,64.71,41.18,0.33,1.0,1.33,1.9,2.67,1.82,1.06,0.94,5,0
2022-09-16,D1,19:30,Mainz,Hertha,D,A,2022/2023,25.0,33.33,2,1.0,1.0,2,64.71,64.71,0.33,1.0,1.25,2.02,1.33,1.92,1.06,1.82,4,0
2022-10-15,D1,17:30,RB Leipzig,Hertha,H,H,2022/2023,40.0,80.0,5,2.0,4.0,5,64.71,76.47,2.8,1.2,1.6,2.02,0.8,1.6,1.06,2.24,8,1
2022-10-28,D1,19:30,Werder Bremen,Hertha,H,D,2022/2023,20.0,40.0,4,1.0,2.0,1,64.71,70.59,1.8,1.0,1.2,1.81,1.6,1.63,1.06,1.53,4,0
2022-11-08,D1,19:30,Stuttgart,Hertha,H,D,2022/2023,40.0,80.0,7,2.0,4.0,4,64.71,47.06,1.8,1.2,1.4,1.77,1.4,1.78,1.06,1.35,8,1
2023-01-21,D1,14:30,Bochum,Hertha,H,H,2022/2023,60.0,80.0,3,3.0,4.0,2,64.71,64.71,2.2,1.0,2.0,2.04,0.8,2.05,1.06,1.65,1,1
2023-02-04,D1,14:30,Ein Frankfurt,Hertha,H,H,2022/2023,80.0,100.0,4,4.0,5.0,3,64.71,52.94,3.2,0.8,2.4,1.95,1.0,1.77,1.06,2.06,7,1
2023-02-19,D1,16:30,Dortmund,Hertha,H,H,2022/2023,80.0,100.0,5,4.0,5.0,8,64.71,82.35,4.2,0.6,2.6,1.77,1.0,1.53,1.06,3.24,3,1
2023-03-05,D1,14:30,Leverkusen,Hertha,H,H,2022/2023,100.0,40.0,9,5.0,2.0,2,64.71,70.59,2.0,0.8,3.2,1.83,1.2,1.81,1.06,2.06,9,1
2023-03-18,D1,14:30,Hoffenheim,Hertha,H,H,2022/2023,100.0,80.0,7,5.0,4.0,5,64.71,70.59,1.4,0.8,3.4,1.97,2.2,1.87,1.06,1.65,8,1
2023-04-01,D1,14:30,Freiburg,Hertha,D,D,2022/2023,80.0,60.0,8,4.0,3.0,3,64.71,41.18,1.8,0.8,3.0,1.9,1.0,2.38,1.06,1.65,2,0
2023-04-14,D1,19:30,Schalke 04,Hertha,H,H,2022/2023,80.0,80.0,7,4.0,4.0,5,64.71,70.59,1.8,1.2,3.4,2.05,1.6,2.24,1.06,1.35,7,1
2023-04-30,D1,14:30,Bayern Munich,Hertha,H,D,2022/2023,60.0,60.0,9,3.0,3.0,1,64.71,64.71,3.0,1.0,3.0,1.77,1.2,1.23,1.06,3.12,18,0
2023-05-12,D1,19:30,FC Koln,Hertha,H,H,2022/2023,60.0,20.0,15,3.0,1.0,3,64.71,47.06,1.2,1.2,3.2,1.91,1.2,1.81,1.06,1.65,12,1
2023-05-27,D1,14:30,Wolfsburg,Hertha,A,H,2022/2023,60.0,80.0,9,3.0,4.0,5,64.71,76.47,1.6,1.4,2.8,1.7,1.0,1.39,1.06,2.0,7,1
2022-08-06,D1,14:30,M'gladbach,Hoffenheim,H,D,2022/2023,100.0,100.0,8,1.0,1.0,1,52.94,52.94,3.0,1.0,3.0,2.06,1.0,1.47,1.18,1.94,4,1
2022-08-20,D1,14:30,Leverkusen,Hoffenheim,A,A,2022/2023,100.0,100.0,3,2.0,2.0,5,52.94,70.59,0.5,2.0,1.5,1.93,2.5,1.42,1.18,2.06,3,1
2022-09-02,D1,19:30,Dortmund,Hoffenheim,H,H,2022/2023,66.67,33.33,5,2.0,1.0,2,52.94,82.35,1.33,1.33,1.33,1.95,1.0,1.51,1.18,3.24,5,0
2022-10-02,D1,14:30,Hertha,Hoffenheim,D,D,2022/2023,50.0,25.0,5,2.0,1.0,4,52.94,47.06,1.0,1.25,1.25,1.82,1.25,1.72,1.18,1.41,2,0
2022-10-14,D1,19:30,Schalke 04,Hoffenheim,A,A,2022/2023,60.0,100.0,2,3.0,5.0,7,52.94,70.59,1.6,1.6,1.0,1.82,3.0,1.74,1.18,1.35,4,1
2022-10-30,D1,18:30,FC Koln,Hoffenheim,D,D,2022/2023,40.0,40.0,3,2.0,2.0,4,52.94,47.06,1.4,1.6,0.6,1.98,1.2,1.65,1.18,1.65,5,0
2022-11-09,D1,19:30,Ein Frankfurt,Hoffenheim,H,H,2022/2023,40.0,60.0,8,2.0,3.0,3,52.94,52.94,2.4,1.4,1.4,2.02,1.2,1.6,1.18,2.06,4,1
2023-01-21,D1,14:30,Union Berlin,Hoffenheim,H,A,2022/2023,60.0,60.0,5,3.0,3.0,5,52.94,47.06,2.2,1.6,1.8,1.92,0.8,2.38,1.18,1.76,9,1
2023-02-04,D1,14:30,Bochum,Hoffenheim,H,H,2022/2023,80.0,100.0,11,4.0,5.0,4,52.94,64.71,3.0,1.8,2.6,2.06,1.0,1.95,1.18,1.65,6,1
2023-02-17,D1,19:30,Augsburg,Hoffenheim,H,D,2022/2023,60.0,20.0,3,3.0,1.0,2,52.94,41.18,0.8,1.2,2.8,1.93,0.6,1.76,1.18,0.94,6,0
2023-03-04,D1,14:30,Mainz,Hoffenheim,H,H,2022/2023,60.0,80.0,6,3.0,4.0,4,52.94,64.71,2.8,1.0,2.8,1.95,1.0,1.8,1.18,1.82,11,0
2023-03-12,D1,14:30,Freiburg,Hoffenheim,H,H,2022/2023,60.0,60.0,3,3.0,3.0,1,52.94,41.18,1.8,0.8,2.4,1.86,1.0,1.91,1.18,1.65,2,1
2023-04-02,D1,16:30,Werder Bremen,Hoffenheim,A,D,2022/2023,60.0,80.0,5,3.0,4.0,2,52.94,70.59,1.6,1.0,2.0,1.89,1.6,1.71,1.18,1.53,1,1
2023-04-15,D1,14:30,Bayern Munich,Hoffenheim,D,H,2022/2023,40.0,80.0,7,2.0,4.0,3,52.94,64.71,3.2,0.8,1.2,2.05,1.2,1.28,1.18,3.12,13,0
2023-04-29,D1,14:30,RB Leipzig,Hoffenheim,H,H,2022/2023,40.0,80.0,2,2.0,4.0,2,52.94,76.47,1.8,0.8,1.2,2.07,1.2,1.55,1.18,2.24,7,0
2023-05-13,D1,14:30,Wolfsburg,Hoffenheim,H,H,2022/2023,60.0,60.0,3,3.0,3.0,2,52.94,76.47,1.6,1.0,1.4,1.98,0.8,1.5,1.18,2.0,3,1
2023-05-27,D1,14:30,Stuttgart,Hoffenheim,D,D,2022/2023,40.0,40.0,4,2.0,2.0,2,52.94,47.06,1.4,1.0,1.2,1.86,1.4,1.49,1.18,1.35,9,0
2023-08-26,D1,14:30,Heidenheim,Hoffenheim,A,H,2023/2024,100.0,100.0,9,1.0,1.0,6,88.24,58.82,2.0,3.0,2.0,1.94,3.0,1.63,2.06,1.76,10,1
2023-09-16,D1,14:30,FC Koln,Hoffenheim,A,A,2023/2024,100.0,100.0,7,2.0,2.0,5,88.24,41.18,1.0,3.0,1.5,1.95,2.5,1.63,2.06,0.88,13,1
2023-09-23,D1,14:30,Union Berlin,Hoffenheim,A,A,2023/2024,66.67,66.67,6,2.0,2.0,4,88.24,58.82,1.33,2.67,1.0,1.86,2.0,1.88,2.06,1.29,11,0
2023-10-07,D1,17:30,Werder Bremen,Hoffenheim,A,A,2023/2024,75.0,100.0,3,3.0,4.0,4,88.24,70.59,2.0,2.75,1.25,1.99,2.0,1.56,2.06,1.71,4,1
2023-10-28,D1,14:30,Stuttgart,Hoffenheim,A,A,2023/2024,80.0,100.0,10,4.0,5.0,5,88.24,76.47,3.6,2.8,1.4,1.83,1.0,1.6,2.06,2.94,6,1
2023-11-11,D1,14:30,Augsburg,Hoffenheim,D,A,2023/2024,60.0,80.0,6,3.0,4.0,6,88.24,58.82,1.8,2.4,1.2,2.05,1.6,1.51,2.06,1.53,3,0
2023-12-02,D1,14:30,M'gladbach,Hoffenheim,H,D,2023/2024,60.0,80.0,3,3.0,4.0,5,88.24,76.47,2.0,2.0,1.4,1.9,1.0,1.41,2.06,1.59,6,1
2023-12-16,D1,17:30,RB Leipzig,Hoffenheim,H,D,2023/2024,80.0,80.0,11,4.0,4.0,4,88.24,58.82,2.8,1.8,2.0,1.87,0.6,1.38,2.06,2.35,9,1
2024-01-12,D1,19:30,Bayern Munich,Hoffenheim,H,H,2023/2024,80.0,100.0,12,4.0,5.0,4,88.24,70.59,4.2,1.2,2.2,1.75,0.4,1.22,2.06,3.12,11,1
2024-01-20,D1,14:30,Freiburg,Hoffenheim,H,H,2023/2024,80.0,40.0,8,4.0,2.0,4,88.24,58.82,1.8,1.0,2.4,2.0,1.2,1.69,2.06,1.65,2,1
2024-02-04,D1,14:30,Wolfsburg,Hoffenheim,D,A,2023/2024,100.0,60.0,8,5.0,3.0,7,88.24,64.71,1.2,1.2,2.6,1.89,1.4,1.61,2.06,1.47,7,1
2024-02-25,D1,16:30,Dortmund,Hoffenheim,A,H,2023/2024,100.0,80.0,7,5.0,4.0,5,88.24,64.71,2.2,1.6,2.6,1.78,1.6,1.28,2.06,2.18,10,1
2024-03-10,D1,16:30,Ein Frankfurt,Hoffenheim,H,D,2023/2024,100.0,60.0,7,5.0,3.0,2,88.24,52.94,1.8,1.6,2.6,2.07,1.0,1.82,2.06,1.71,5,1
2024-03-30,D1,14:30,Leverkusen,Hoffenheim,H,A,2023/2024,100.0,60.0,12,5.0,3.0,2,88.24,82.35,1.8,1.8,2.4,1.89,0.4,1.3,2.06,2.76,9,1
2024-04-13,D1,14:30,Mainz,Hoffenheim,H,A,2023/2024,100.0,40.0,8,5.0,2.0,1,88.24,35.29,2.4,1.6,2.6,1.98,0.4,1.58,2.06,1.35,9,1
2024-04-26,D1,19:30,Bochum,Hoffenheim,H,H,2023/2024,100.0,80.0,13,5.0,4.0,4,88.24,58.82,1.6,1.6,2.8,1.88,2.2,1.51,2.06,1.53,10,1
2024-05-12,D1,14:30,Darmstadt,Hoffenheim,A,A,2023/2024,100.0,60.0,1,5.0,3.0,7,88.24,64.71,0.4,2.2,2.4,2.03,3.8,1.34,2.06,0.88,2,1
2024-08-31,D1,14:30,Ein Frankfurt,Hoffenheim,H,H,2024/2025,100.0,100.0,7,1.0,1.0,3,100.0,100.0,3.0,1.0,3.0,1.75,1.0,1.46,1.0,3.0,1,1
2024-08-24,D1,14:30,Hoffenheim,Holstein Kiel,H,H,2024/2025,100.0,100.0,8,1.0,1.0,6,100.0,100.0,3.0,2.0,3.0,2.03,2.0,1.56,2.0,3.0,8,1
2022-08-06,D1,17:30,Dortmund,Leverkusen,H,H,2022/2023,0.0,0.0,4,0.0,0.0,3,58.82,82.35,1.0,0.0,1.0,2.11,0.0,1.47,1.29,3.24,3,0
2022-08-27,D1,14:30,Mainz,Leverkusen,A,A,2022/2023,50.0,50.0,3,1.0,1.0,5,58.82,64.71,0.0,1.5,0.5,2.08,1.5,1.76,1.29,1.82,3,1
2022-09-10,D1,14:30,Hertha,Leverkusen,D,D,2022/2023,66.67,33.33,6,2.0,1.0,5,58.82,47.06,1.0,1.67,1.0,2.08,1.33,1.62,1.29,1.41,3,1
2022-09-30,D1,19:30,Bayern Munich,Leverkusen,H,H,2022/2023,75.0,50.0,10,3.0,2.0,5,58.82,64.71,2.25,1.25,1.75,1.87,0.75,1.32,1.29,3.12,6,1
2022-10-15,D1,14:30,Ein Frankfurt,Leverkusen,H,H,2022/2023,80.0,40.0,11,4.0,2.0,2,58.82,52.94,2.4,1.2,2.4,1.91,0.6,1.8,1.29,2.06,7,1
2022-10-29,D1,14:30,RB Leipzig,Leverkusen,H,H,2022/2023,80.0,60.0,6,4.0,3.0,1,58.82,76.47,2.8,1.2,2.6,1.83,0.4,1.6,1.29,2.24,3,0
2022-11-09,D1,17:30,FC Koln,Leverkusen,A,H,2022/2023,80.0,60.0,7,4.0,3.0,3,58.82,47.06,1.6,1.0,2.8,1.91,1.6,1.81,1.29,1.65,6,1
2023-01-22,D1,16:30,M'gladbach,Leverkusen,A,A,2022/2023,80.0,100.0,8,4.0,5.0,5,58.82,52.94,3.0,1.2,2.8,1.75,2.2,1.85,1.29,1.94,2,1
2023-02-03,D1,19:30,Augsburg,Leverkusen,H,D,2022/2023,60.0,40.0,5,3.0,2.0,4,58.82,41.18,1.2,1.2,2.2,1.95,1.2,1.74,1.29,0.94,2,0
2023-02-11,D1,14:30,Hoffenheim,Leverkusen,A,A,2022/2023,60.0,100.0,6,3.0,5.0,5,58.82,70.59,1.2,1.6,1.4,1.99,2.8,1.74,1.29,1.65,5,1
2023-02-26,D1,14:30,Freiburg,Leverkusen,D,H,2022/2023,60.0,60.0,4,3.0,3.0,4,58.82,41.18,2.2,1.8,1.2,2.08,1.0,1.87,1.29,1.65,1,0
2023-03-12,D1,16:30,Werder Bremen,Leverkusen,A,D,2022/2023,60.0,80.0,6,3.0,4.0,5,58.82,70.59,1.6,2.0,1.4,1.84,1.6,1.89,1.29,1.53,2,1
2023-04-01,D1,14:30,Schalke 04,Leverkusen,A,D,2022/2023,60.0,60.0,3,3.0,3.0,10,58.82,70.59,0.8,2.0,1.0,2.03,1.2,1.99,1.29,1.35,7,1
2023-04-16,D1,18:30,Wolfsburg,Leverkusen,D,D,2022/2023,60.0,60.0,3,3.0,3.0,4,58.82,76.47,1.0,2.0,0.8,2.06,1.6,1.81,1.29,2.0,2,0
2023-04-29,D1,14:30,Union Berlin,Leverkusen,D,D,2022/2023,40.0,20.0,1,2.0,1.0,2,58.82,47.06,1.2,1.4,0.6,2.05,0.2,2.32,1.29,1.76,6,0
2023-05-14,D1,14:30,Stuttgart,Leverkusen,D,D,2022/2023,40.0,60.0,1,2.0,3.0,3,58.82,47.06,1.4,1.4,0.6,1.93,1.6,1.85,1.29,1.35,7,0
2023-05-27,D1,14:30,Bochum,Leverkusen,H,H,2022/2023,40.0,80.0,5,2.0,4.0,2,58.82,64.71,2.0,0.8,0.8,2.05,2.2,1.45,1.29,1.65,2,1
2023-08-26,D1,17:30,M'gladbach,Leverkusen,A,A,2023/2024,100.0,100.0,2,1.0,1.0,10,64.71,76.47,0.0,3.0,0.0,1.89,3.0,1.63,2.47,1.59,5,1
2023-09-15,D1,19:30,Bayern Munich,Leverkusen,D,D,2023/2024,100.0,100.0,9,2.0,2.0,5,64.71,70.59,2.5,2.5,1.0,1.95,1.5,1.41,2.47,3.12,7,1
2023-09-30,D1,14:30,Mainz,Leverkusen,A,A,2023/2024,100.0,66.67,3,3.0,2.0,3,64.71,35.29,0.67,2.67,0.67,1.94,2.33,1.6,2.47,1.35,3,1
2023-10-21,D1,14:30,Wolfsburg,Leverkusen,A,D,2023/2024,100.0,50.0,7,4.0,2.0,6,64.71,64.71,1.75,2.5,0.75,1.94,0.75,1.65,2.47,1.47,4,1
2023-11-04,D1,14:30,Hoffenheim,Leverkusen,A,A,2023/2024,100.0,100.0,7,5.0,5.0,4,64.71,70.59,1.6,2.6,1.0,1.85,2.4,1.38,2.47,1.82,4,1
2023-11-25,D1,14:30,Werder Bremen,Leverkusen,A,A,2023/2024,100.0,80.0,1,5.0,4.0,4,64.71,70.59,1.6,2.6,1.0,1.91,1.8,1.46,2.47,1.71,1,1
2023-12-10,D1,14:30,Stuttgart,Leverkusen,D,H,2023/2024,80.0,60.0,12,4.0,3.0,6,64.71,76.47,2.0,2.4,0.8,1.82,1.2,1.68,2.47,2.94,8,0
2024-01-13,D1,14:30,Augsburg,Leverkusen,A,D,2023/2024,60.0,40.0,0,3.0,2.0,6,64.71,58.82,1.4,2.0,0.8,1.75,1.2,1.57,2.47,1.53,0,0
2024-01-20,D1,17:30,RB Leipzig,Leverkusen,A,H,2023/2024,60.0,80.0,6,3.0,4.0,5,64.71,58.82,2.0,2.2,1.0,1.84,1.4,1.59,2.47,2.35,1,1
2024-02-03,D1,14:30,Darmstadt,Leverkusen,A,A,2023/2024,40.0,40.0,6,2.0,2.0,7,64.71,64.71,0.4,2.0,0.6,2.03,1.8,1.64,2.47,0.88,4,0
2024-02-17,D1,14:30,Heidenheim,Leverkusen,A,A,2023/2024,40.0,60.0,3,2.0,3.0,4,64.71,58.82,1.6,1.8,0.8,2.01,1.4,1.6,2.47,1.76,4,1
2024-03-03,D1,14:30,FC Koln,Leverkusen,A,A,2023/2024,40.0,20.0,0,2.0,1.0,6,64.71,41.18,0.6,2.0,0.6,1.89,1.6,1.67,2.47,0.88,1,0
2024-03-17,D1,14:30,Freiburg,Leverkusen,A,A,2023/2024,60.0,100.0,3,3.0,5.0,7,64.71,58.82,2.2,2.4,1.0,2.09,2.6,1.7,2.47,1.65,2,1
2024-04-06,D1,14:30,Union Berlin,Leverkusen,A,A,2023/2024,40.0,40.0,1,2.0,2.0,8,64.71,58.82,1.0,2.0,0.6,2.03,1.2,2.13,2.47,1.29,7,0
2024-04-21,D1,16:30,Dortmund,Leverkusen,D,D,2023/2024,40.0,60.0,2,2.0,3.0,5,64.71,64.71,1.8,1.8,0.8,2.0,1.2,1.78,2.47,2.18,2,0
2024-05-05,D1,16:30,Ein Frankfurt,Leverkusen,A,A,2023/2024,40.0,60.0,5,2.0,3.0,6,64.71,52.94,1.6,2.4,0.8,1.73,1.6,1.8,2.47,1.71,10,1
2024-05-12,D1,18:30,Bochum,Leverkusen,A,A,2023/2024,60.0,80.0,0,3.0,4.0,10,64.71,58.82,1.4,3.0,0.8,1.92,2.4,1.62,2.47,1.53,2,1
2024-08-23,D1,19:30,M'gladbach,Leverkusen,A,A,2024/2025,100.0,100.0,7,1.0,1.0,9,100.0,100.0,2.0,3.0,2.0,1.86,3.0,1.48,3.0,2.0,2,1
2022-08-13,D1,17:30,Schalke 04,M'gladbach,D,H,2022/2023,100.0,100.0,5,1.0,1.0,9,70.59,70.59,2.0,2.0,2.0,2.0,2.0,1.62,1.12,1.35,2,1
2022-08-27,D1,17:30,Bayern Munich,M'gladbach,D,A,2022/2023,50.0,0.0,20,1.0,0.0,3,70.59,64.71,1.5,1.5,1.5,1.75,0.5,1.21,1.12,3.12,14,0
2022-09-11,D1,16:30,Freiburg,M'gladbach,D,D,2022/2023,33.33,33.33,8,1.0,1.0,5,70.59,41.18,0.67,1.0,1.0,1.9,1.0,1.7,1.12,1.65,7,0
2022-10-01,D1,17:30,Werder Bremen,M'gladbach,H,H,2022/2023,50.0,75.0,9,2.0,3.0,9,70.59,70.59,2.5,1.0,2.0,1.99,2.0,1.58,1.12,1.53,4,1
2022-10-15,D1,14:30,Wolfsburg,M'gladbach,D,D,2022/2023,60.0,80.0,4,3.0,4.0,5,70.59,76.47,1.8,1.2,2.0,1.81,2.0,1.8,1.12,2.0,7,1
2022-10-30,D1,14:30,Union Berlin,M'gladbach,H,A,2022/2023,60.0,40.0,5,3.0,2.0,3,70.59,47.06,1.8,1.0,2.0,1.96,0.6,1.98,1.12,1.76,6,1
2022-11-08,D1,19:30,Bochum,M'gladbach,H,H,2022/2023,80.0,60.0,4,4.0,3.0,2,70.59,64.71,1.6,1.0,2.2,1.99,1.0,1.75,1.12,1.65,6,1
2023-01-25,D1,19:30,Augsburg,M'gladbach,H,D,2022/2023,80.0,40.0,4,4.0,2.0,2,70.59,41.18,1.2,1.0,2.4,1.96,1.4,1.63,1.12,0.94,3,0
2023-01-28,D1,14:30,Hoffenheim,M'gladbach,A,A,2022/2023,80.0,80.0,5,4.0,4.0,5,70.59,70.59,1.0,1.6,1.6,2.03,2.6,1.65,1.12,1.65,4,1
