Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,Last5AwayOver2.5Count,Last5HomeOver2.5Count,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,B365CAHH,AvgLast5HomeGoalsConceded,MaxC>2.5,AvgAwayGoalsScored,AvgHomeGoalsScored,HC,Over2.5
2023-04-09,D1,16:30,Bochum,Stuttgart,A,A,2022/2023,80.0,40.0,5,4.0,2.0,7,76.47,64.71,1.6,1.2,2.0,1.81,1.8,2.35,1.29,1.65,7,1
2023-04-21,D1,19:30,Augsburg,Stuttgart,D,H,2022/2023,60.0,40.0,1,3.0,2.0,3,76.47,41.18,1.2,1.2,1.8,2.0,1.2,1.84,1.29,0.94,1,0
2023-05-06,D1,14:30,Hertha,Stuttgart,H,H,2022/2023,60.0,40.0,3,3.0,2.0,4,76.47,47.06,1.4,1.2,1.8,1.86,1.4,1.95,1.29,1.41,3,1
2023-05-21,D1,14:30,Mainz,Stuttgart,A,D,2022/2023,80.0,80.0,6,4.0,4.0,6,76.47,64.71,1.8,1.8,1.8,2.01,2.2,1.87,1.29,1.82,6,1
2023-08-25,D1,19:30,RB Leipzig,Stuttgart,H,A,2023/2024,100.0,100.0,11,1.0,1.0,3,70.59,58.82,5.0,1.0,5.0,2.1,1.0,1.67,1.65,2.35,4,1
2023-09-16,D1,14:30,Mainz,Stuttgart,A,D,2023/2024,100.0,50.0,3,2.0,1.0,6,70.59,35.29,1.0,2.0,3.0,1.95,2.0,1.9,1.65,1.35,6,1
2023-09-30,D1,14:30,FC Koln,Stuttgart,A,D,2023/2024,66.67,66.67,5,2.0,2.0,4,70.59,41.18,0.67,2.0,2.0,2.09,2.33,1.83,1.65,0.88,8,0
2023-10-21,D1,14:30,Union Berlin,Stuttgart,A,A,2023/2024,75.0,75.0,2,3.0,3.0,5,70.59,58.82,1.0,2.25,1.5,1.84,2.25,2.15,1.65,1.29,4,1
2023-11-05,D1,16:30,Heidenheim,Stuttgart,H,D,2023/2024,60.0,60.0,2,3.0,3.0,2,70.59,58.82,2.2,1.8,1.6,1.83,2.0,1.74,1.65,1.76,9,0
2023-11-25,D1,17:30,Ein Frankfurt,Stuttgart,A,A,2023/2024,60.0,40.0,1,3.0,2.0,5,70.59,52.94,1.4,2.0,0.8,1.73,1.2,1.95,1.65,1.71,4,1
2023-12-17,D1,18:30,Bayern Munich,Stuttgart,H,H,2023/2024,60.0,100.0,8,3.0,5.0,2,70.59,70.59,5.0,1.4,1.2,2.05,0.4,1.35,1.65,3.12,6,1
2024-01-14,D1,16:30,M'gladbach,Stuttgart,H,H,2023/2024,80.0,100.0,4,4.0,5.0,2,70.59,76.47,2.6,1.2,1.8,1.95,1.0,1.66,1.65,1.59,0,1
2024-01-20,D1,14:30,Bochum,Stuttgart,H,D,2023/2024,60.0,40.0,1,3.0,2.0,4,70.59,58.82,1.8,0.6,2.0,1.89,0.6,1.71,1.65,1.53,1,0
2024-02-03,D1,14:30,Freiburg,Stuttgart,A,A,2023/2024,80.0,40.0,4,4.0,2.0,9,70.59,58.82,1.4,1.2,1.8,1.91,1.2,2.01,1.65,1.65,1,1
2024-02-17,D1,14:30,Darmstadt,Stuttgart,A,A,2023/2024,80.0,60.0,9,4.0,3.0,4,70.59,64.71,0.6,1.2,1.8,1.75,2.0,1.69,1.65,0.88,5,1
2024-03-02,D1,17:30,Wolfsburg,Stuttgart,A,A,2023/2024,80.0,60.0,2,4.0,3.0,3,70.59,64.71,1.4,1.8,1.6,1.92,1.8,1.85,1.65,1.47,5,1
2024-03-16,D1,17:30,Hoffenheim,Stuttgart,A,A,2023/2024,80.0,40.0,1,4.0,2.0,12,70.59,70.59,0.8,2.2,1.0,1.99,1.4,1.43,1.65,1.82,5,1
2024-04-06,D1,17:30,Dortmund,Stuttgart,A,D,2023/2024,80.0,80.0,7,4.0,4.0,2,70.59,64.71,2.2,2.4,0.8,1.98,1.2,1.39,1.65,2.18,8,0
2024-04-21,D1,14:30,Werder Bremen,Stuttgart,H,H,2023/2024,80.0,60.0,2,4.0,3.0,5,70.59,70.59,1.0,2.0,1.0,1.93,1.6,1.59,1.65,1.71,1,1
2024-04-27,D1,17:30,Leverkusen,Stuttgart,D,D,2023/2024,80.0,80.0,6,4.0,4.0,4,70.59,82.35,2.6,2.0,1.2,2.05,0.8,1.62,1.65,2.76,5,1
2024-05-10,D1,19:30,Augsburg,Stuttgart,A,D,2023/2024,60.0,20.0,1,3.0,1.0,7,70.59,58.82,0.8,1.6,0.8,1.9,1.0,1.4,1.65,1.53,5,0
2024-08-24,D1,14:30,Freiburg,Stuttgart,H,D,2024/2025,100.0,100.0,4,1.0,1.0,2,100.0,100.0,3.0,1.0,3.0,1.95,1.0,1.61,1.0,3.0,6,1
2022-08-14,D1,14:30,Mainz,Union Berlin,D,D,2022/2023,0.0,0.0,5,0.0,0.0,2,52.94,64.71,0.0,0.0,0.0,1.91,0.0,2.06,1.24,1.82,4,0
2022-08-27,D1,14:30,Schalke 04,Union Berlin,A,A,2022/2023,50.0,100.0,4,1.0,2.0,7,52.94,70.59,1.5,3.0,0.5,1.85,4.0,2.03,1.24,1.35,8,1
2022-09-11,D1,14:30,FC Koln,Union Berlin,A,A,2022/2023,33.33,33.33,2,1.0,1.0,3,52.94,47.06,1.0,2.33,0.33,1.75,0.67,2.0,1.24,1.65,7,0
2022-10-01,D1,14:30,Ein Frankfurt,Union Berlin,H,H,2022/2023,25.0,40.0,4,1.0,2.0,5,52.94,52.94,1.6,1.75,0.75,2.07,1.6,2.11,1.24,2.06,4,0
2022-10-09,D1,18:30,Stuttgart,Union Berlin,A,D,2022/2023,20.0,20.0,3,1.0,1.0,4,52.94,47.06,0.6,1.6,0.6,2.02,1.4,2.65,1.24,1.35,2,0
2022-10-23,D1,14:30,Bochum,Union Berlin,H,H,2022/2023,40.0,60.0,5,2.0,3.0,3,52.94,64.71,1.2,1.8,1.0,2.04,2.2,2.26,1.24,1.65,3,1
2022-11-06,D1,14:30,Leverkusen,Union Berlin,H,D,2022/2023,40.0,80.0,8,2.0,4.0,1,52.94,70.59,2.8,0.6,1.8,1.91,1.2,2.4,1.24,2.06,1,1
2022-11-13,D1,16:30,Freiburg,Union Berlin,H,H,2022/2023,60.0,40.0,5,3.0,2.0,2,52.94,41.18,2.0,0.6,2.6,2.1,0.4,2.8,1.24,1.65,2,1
2023-01-25,D1,19:30,Werder Bremen,Union Berlin,A,D,2022/2023,80.0,60.0,3,4.0,3.0,5,52.94,70.59,1.0,1.0,2.4,2.09,1.4,2.27,1.24,1.53,5,1
2023-01-28,D1,14:30,Hertha,Union Berlin,A,A,2022/2023,80.0,60.0,3,4.0,3.0,3,52.94,47.06,1.2,1.2,2.4,2.06,2.2,2.48,1.24,1.41,3,0
2023-02-11,D1,17:30,RB Leipzig,Union Berlin,A,H,2022/2023,80.0,60.0,1,4.0,3.0,5,52.94,76.47,1.8,1.4,2.2,1.79,1.0,2.36,1.24,2.24,3,1
2023-02-26,D1,16:30,Bayern Munich,Union Berlin,H,H,2022/2023,80.0,60.0,10,4.0,3.0,1,52.94,64.71,2.8,1.4,1.8,1.94,0.6,1.79,1.24,3.12,10,1
2023-03-12,D1,18:30,Wolfsburg,Union Berlin,D,D,2022/2023,60.0,80.0,6,3.0,4.0,2,52.94,76.47,2.2,1.4,1.2,1.91,2.0,2.61,1.24,2.0,3,0
2023-04-08,D1,14:30,Dortmund,Union Berlin,H,H,2022/2023,60.0,100.0,6,3.0,5.0,2,52.94,82.35,3.8,1.2,1.4,1.87,1.0,1.84,1.24,3.24,8,1
2023-04-23,D1,18:30,M'gladbach,Union Berlin,A,D,2022/2023,60.0,40.0,4,3.0,2.0,4,52.94,52.94,1.4,1.0,1.4,1.81,1.0,2.2,1.24,1.94,2,0
2023-05-06,D1,14:30,Augsburg,Union Berlin,H,D,2022/2023,40.0,40.0,3,2.0,2.0,4,52.94,41.18,1.2,0.6,1.4,1.9,1.2,2.38,1.24,0.94,3,0
2023-05-20,D1,14:30,Hoffenheim,Union Berlin,H,H,2022/2023,40.0,80.0,5,2.0,4.0,4,52.94,70.59,2.6,1.0,1.6,1.97,1.4,2.13,1.24,1.65,1,1
2023-08-26,D1,14:30,Darmstadt,Union Berlin,A,A,2023/2024,100.0,100.0,6,1.0,1.0,6,35.29,64.71,1.0,4.0,1.0,1.91,4.0,2.28,0.65,0.88,3,1
2023-09-16,D1,14:30,Wolfsburg,Union Berlin,H,H,2023/2024,100.0,50.0,3,2.0,1.0,5,35.29,64.71,2.0,2.5,1.5,1.91,0.5,2.25,0.65,1.47,3,1
2023-09-30,D1,14:30,Heidenheim,Union Berlin,H,D,2023/2024,66.67,66.67,4,2.0,2.0,8,35.29,58.82,2.33,1.67,1.33,1.92,1.67,2.0,0.65,1.76,5,0
2023-10-07,D1,14:30,Dortmund,Union Berlin,H,A,2023/2024,75.0,50.0,7,3.0,2.0,6,35.29,64.71,2.0,1.75,2.0,1.91,1.0,1.76,0.65,2.18,4,1
2023-10-28,D1,14:30,Werder Bremen,Union Berlin,H,H,2023/2024,60.0,80.0,3,3.0,4.0,2,35.29,70.59,2.0,1.4,2.0,2.11,1.6,1.92,0.65,1.71,3,0
2023-11-12,D1,14:30,Leverkusen,Union Berlin,H,H,2023/2024,60.0,100.0,10,3.0,5.0,2,35.29,82.35,3.6,0.6,2.6,2.01,0.6,1.65,0.65,2.76,10,1
2023-12-16,D1,14:30,Bochum,Union Berlin,H,H,2023/2024,60.0,80.0,7,3.0,4.0,2,35.29,58.82,2.0,0.4,2.8,1.87,1.4,2.09,0.65,1.53,6,1
2024-01-13,D1,14:30,Freiburg,Union Berlin,D,D,2023/2024,60.0,40.0,4,3.0,2.0,4,35.29,58.82,1.6,0.4,2.6,1.86,1.0,2.23,0.65,1.65,4,0
2024-01-24,D1,19:30,Bayern Munich,Union Berlin,H,D,2023/2024,40.0,60.0,10,2.0,3.0,1,35.29,70.59,2.2,0.0,2.0,1.89,0.6,1.34,0.65,3.12,12,0
2024-02-04,D1,16:30,RB Leipzig,Union Berlin,H,H,2023/2024,40.0,60.0,6,2.0,3.0,2,35.29,58.82,1.8,0.0,2.0,2.02,1.2,1.61,0.65,2.35,5,0
2024-02-07,D1,17:30,Mainz,Union Berlin,D,D,2023/2024,20.0,0.0,7,1.0,0.0,4,35.29,35.29,0.4,0.2,1.4,2.09,1.0,2.48,0.65,1.35,8,0
2024-02-17,D1,14:30,Hoffenheim,Union Berlin,A,D,2023/2024,0.0,40.0,4,0.0,2.0,3,35.29,70.59,1.6,0.4,0.8,1.95,1.4,1.9,0.65,1.82,6,0
2024-03-08,D1,19:30,Stuttgart,Union Berlin,H,H,2023/2024,0.0,60.0,5,0.0,3.0,4,35.29,76.47,2.8,0.4,1.2,1.87,0.8,1.83,0.65,2.94,4,0
2024-03-30,D1,14:30,Ein Frankfurt,Union Berlin,D,D,2023/2024,0.0,40.0,4,0.0,2.0,2,35.29,52.94,1.4,0.4,1.0,1.98,0.8,2.24,0.65,1.71,6,0
2024-04-12,D1,19:30,Augsburg,Union Berlin,H,D,2023/2024,0.0,40.0,4,0.0,2.0,4,35.29,58.82,1.6,0.4,1.0,1.85,0.8,2.0,0.65,1.53,5,0
2024-04-28,D1,14:30,M'gladbach,Union Berlin,D,D,2023/2024,0.0,80.0,4,0.0,4.0,7,35.29,76.47,1.8,0.2,0.8,1.84,2.0,1.96,0.65,1.59,3,0
2024-05-11,D1,14:30,FC Koln,Union Berlin,H,A,2023/2024,20.0,60.0,5,1.0,3.0,6,35.29,41.18,1.2,0.4,1.4,1.86,2.0,2.02,0.65,0.88,6,1
2024-08-24,D1,14:30,Mainz,Union Berlin,D,D,2024/2025,0.0,0.0,3,0.0,0.0,4,0.0,0.0,1.0,1.0,1.0,2.1,1.0,2.27,1.0,1.0,8,0
2022-08-06,D1,14:30,Wolfsburg,Werder Bremen,D,A,2022/2023,100.0,100.0,3,1.0,1.0,5,64.71,76.47,2.0,2.0,2.0,2.05,2.0,1.81,1.47,2.0,2,1
2022-08-20,D1,14:30,Dortmund,Werder Bremen,A,H,2022/2023,100.0,50.0,3,2.0,1.0,7,64.71,82.35,1.5,2.5,2.0,1.88,1.5,1.47,1.47,3.24,3,1
2022-09-03,D1,14:30,Bochum,Werder Bremen,A,D,2022/2023,66.67,66.67,6,2.0,2.0,6,64.71,64.71,0.33,2.33,1.33,1.87,3.67,1.74,1.47,1.65,7,0
2022-09-17,D1,14:30,Leverkusen,Werder Bremen,D,D,2022/2023,50.0,75.0,7,2.0,3.0,7,64.71,70.59,1.0,2.0,1.25,2.02,2.25,1.53,1.47,2.06,9,0
2022-10-07,D1,19:30,Hoffenheim,Werder Bremen,A,D,2022/2023,60.0,60.0,6,3.0,3.0,3,64.71,70.59,1.8,2.0,1.2,1.96,1.0,1.6,1.47,1.65,3,1
2022-10-22,D1,14:30,Freiburg,Werder Bremen,H,D,2022/2023,40.0,40.0,7,2.0,2.0,2,64.71,41.18,1.2,1.6,1.2,1.93,0.8,1.79,1.47,1.65,6,0
2022-11-08,D1,19:30,Bayern Munich,Werder Bremen,H,H,2022/2023,40.0,100.0,10,2.0,5.0,1,64.71,64.71,4.6,1.2,2.0,1.91,1.0,1.27,1.47,3.12,8,1
2023-01-21,D1,17:30,FC Koln,Werder Bremen,H,H,2022/2023,60.0,80.0,7,3.0,4.0,2,64.71,47.06,3.0,1.0,3.4,1.7,1.6,1.87,1.47,1.65,2,1
2023-02-05,D1,14:30,Stuttgart,Werder Bremen,A,D,2022/2023,60.0,60.0,5,3.0,3.0,4,64.71,47.06,1.8,1.2,3.2,1.81,1.2,1.77,1.47,1.35,8,0
2023-02-18,D1,17:30,Ein Frankfurt,Werder Bremen,H,H,2022/2023,40.0,80.0,6,2.0,4.0,0,64.71,52.94,2.6,0.8,3.4,1.93,0.8,1.6,1.47,2.06,5,0
2023-03-04,D1,14:30,Augsburg,Werder Bremen,H,D,2022/2023,60.0,20.0,5,3.0,1.0,8,64.71,41.18,1.0,1.0,3.4,1.95,0.4,1.76,1.47,0.94,3,1
2023-03-17,D1,19:30,M'gladbach,Werder Bremen,D,D,2022/2023,60.0,60.0,9,3.0,3.0,3,64.71,52.94,1.4,1.2,2.6,1.89,1.4,1.57,1.47,1.94,6,1
2023-04-08,D1,14:30,Mainz,Werder Bremen,D,D,2022/2023,60.0,60.0,10,3.0,3.0,4,64.71,64.71,2.2,1.4,1.6,1.88,0.8,1.87,1.47,1.82,1,1
2023-04-22,D1,14:30,Hertha,Werder Bremen,A,A,2022/2023,80.0,40.0,5,4.0,2.0,4,64.71,47.06,1.8,1.8,2.0,2.05,1.4,2.07,1.47,1.41,8,1
2023-04-29,D1,17:30,Schalke 04,Werder Bremen,H,A,2022/2023,100.0,100.0,10,5.0,5.0,1,64.71,70.59,2.2,2.0,2.0,2.14,1.8,1.82,1.47,1.35,11,1
2023-05-14,D1,16:30,RB Leipzig,Werder Bremen,H,D,2022/2023,100.0,80.0,7,5.0,4.0,2,64.71,76.47,1.8,2.0,2.0,1.9,1.2,1.41,1.47,2.24,3,1
2023-05-27,D1,14:30,Union Berlin,Werder Bremen,H,D,2022/2023,80.0,40.0,4,4.0,2.0,4,64.71,47.06,1.8,1.6,1.8,2.1,0.6,1.67,1.47,1.76,15,0
2023-08-26,D1,14:30,Freiburg,Werder Bremen,H,D,2023/2024,0.0,0.0,6,0.0,0.0,2,47.06,58.82,1.0,0.0,1.0,1.98,0.0,1.66,1.12,1.65,5,0
2023-09-17,D1,14:30,Heidenheim,Werder Bremen,H,H,2023/2024,50.0,100.0,4,1.0,2.0,4,47.06,58.82,3.0,1.0,2.5,2.06,2.5,1.68,1.12,1.76,10,1
2023-10-01,D1,14:30,Darmstadt,Werder Bremen,H,H,2023/2024,66.67,100.0,5,2.0,3.0,7,47.06,64.71,2.67,1.33,3.0,1.89,3.0,1.63,1.12,0.88,2,1
2023-10-20,D1,19:30,Dortmund,Werder Bremen,H,D,2023/2024,50.0,40.0,5,2.0,2.0,1,47.06,64.71,1.8,1.0,2.5,1.93,0.8,1.3,1.12,2.18,10,0
2023-11-05,D1,14:30,Wolfsburg,Werder Bremen,D,D,2023/2024,60.0,60.0,5,3.0,3.0,4,47.06,64.71,1.8,1.2,2.4,1.95,1.0,1.5,1.12,1.47,5,1
2023-12-02,D1,17:30,Stuttgart,Werder Bremen,H,H,2023/2024,60.0,80.0,6,3.0,4.0,3,47.06,76.47,2.4,1.2,2.6,1.9,1.2,1.5,1.12,2.94,6,0
2023-12-15,D1,19:30,M'gladbach,Werder Bremen,D,D,2023/2024,60.0,100.0,4,3.0,5.0,5,47.06,76.47,2.4,1.2,2.2,1.89,1.2,1.6,1.12,1.59,4,1
2024-01-14,D1,14:30,Bochum,Werder Bremen,D,D,2023/2024,40.0,60.0,4,2.0,3.0,4,47.06,58.82,2.0,1.0,1.6,1.85,1.0,1.74,1.12,1.53,3,0
2024-01-21,D1,14:30,Bayern Munich,Werder Bremen,A,D,2023/2024,40.0,80.0,6,2.0,4.0,3,47.06,70.59,3.6,1.2,1.4,1.91,0.6,1.23,1.12,3.12,10,0
2024-02-03,D1,14:30,Mainz,Werder Bremen,A,A,2023/2024,20.0,0.0,5,1.0,0.0,1,47.06,35.29,0.6,1.0,1.0,2.08,0.8,2.13,1.12,1.35,11,0
2024-02-16,D1,19:30,FC Koln,Werder Bremen,A,D,2023/2024,20.0,20.0,2,1.0,1.0,4,47.06,41.18,0.6,1.2,0.6,2.09,1.2,2.11,1.12,0.88,5,0
2024-03-03,D1,16:30,Hoffenheim,Werder Bremen,H,H,2023/2024,20.0,40.0,7,1.0,2.0,8,47.06,70.59,1.4,1.0,0.6,1.98,1.4,1.53,1.12,1.82,3,1
2024-03-16,D1,14:30,Union Berlin,Werder Bremen,H,D,2023/2024,40.0,40.0,5,2.0,2.0,2,47.06,58.82,1.2,1.0,0.8,1.82,1.0,2.13,1.12,1.29,4,1
2024-04-05,D1,19:30,Ein Frankfurt,Werder Bremen,D,D,2023/2024,40.0,40.0,5,2.0,2.0,7,47.06,52.94,1.4,1.0,1.0,2.01,1.0,1.78,1.12,1.71,9,0
2024-04-14,D1,16:30,Leverkusen,Werder Bremen,H,H,2023/2024,60.0,80.0,10,3.0,4.0,3,47.06,82.35,2.8,0.8,2.0,2.03,0.4,1.43,1.12,2.76,7,1
2024-04-27,D1,14:30,Augsburg,Werder Bremen,A,D,2023/2024,80.0,40.0,1,4.0,2.0,8,47.06,58.82,1.2,1.2,2.0,1.85,1.0,1.55,1.12,1.53,6,1
2024-05-11,D1,14:30,RB Leipzig,Werder Bremen,D,A,2023/2024,60.0,40.0,5,3.0,2.0,1,47.06,58.82,2.0,1.2,1.8,2.06,0.4,1.36,1.12,2.35,4,0
2024-08-24,D1,14:30,Augsburg,Werder Bremen,D,H,2024/2025,100.0,100.0,3,1.0,1.0,6,100.0,100.0,2.0,2.0,2.0,1.88,2.0,1.75,2.0,2.0,4,1
2022-08-14,D1,16:30,Bayern Munich,Wolfsburg,H,H,2022/2023,0.0,0.0,8,0.0,0.0,1,41.18,64.71,2.0,0.0,2.0,2.01,0.0,1.22,1.35,3.12,8,0
2022-08-27,D1,14:30,RB Leipzig,Wolfsburg,H,H,2022/2023,0.0,50.0,7,0.0,1.0,4,41.18,76.47,2.0,0.0,2.0,1.91,1.0,1.61,1.35,2.24,8,0
2022-09-10,D1,14:30,Ein Frankfurt,Wolfsburg,A,D,2022/2023,0.0,50.0,0,0.0,2.0,3,41.18,52.94,1.5,0.33,1.33,1.87,2.0,1.72,1.35,2.06,10,0
2022-09-18,D1,14:30,Union Berlin,Wolfsburg,H,D,2022/2023,0.0,50.0,4,0.0,2.0,0,41.18,47.06,2.0,0.25,1.5,1.85,0.75,2.26,1.35,1.76,4,0
2022-10-08,D1,14:30,Augsburg,Wolfsburg,D,A,2022/2023,0.0,40.0,5,0.0,2.0,7,41.18,41.18,0.6,0.4,1.4,2.09,1.8,2.02,1.35,0.94,11,0
2022-10-22,D1,14:30,Leverkusen,Wolfsburg,D,D,2022/2023,20.0,80.0,5,1.0,4.0,3,41.18,70.59,1.8,0.8,1.4,1.99,1.8,1.75,1.35,2.06,3,1
2022-11-05,D1,14:30,Mainz,Wolfsburg,A,A,2022/2023,40.0,60.0,3,2.0,3.0,3,41.18,64.71,1.4,1.4,1.0,2.04,1.6,1.93,1.35,1.82,9,1
2022-11-12,D1,14:30,Hoffenheim,Wolfsburg,A,D,2022/2023,60.0,60.0,8,3.0,3.0,3,41.18,70.59,0.6,1.6,1.2,1.79,1.8,1.79,1.35,1.65,7,1
2023-01-24,D1,19:30,Hertha,Wolfsburg,A,A,2022/2023,80.0,80.0,2,4.0,4.0,7,41.18,47.06,1.6,2.6,0.8,1.82,2.2,2.03,1.35,1.41,6,1
2023-01-28,D1,14:30,Werder Bremen,Wolfsburg,H,H,2022/2023,100.0,80.0,5,5.0,4.0,3,41.18,70.59,1.4,2.6,1.0,1.83,1.2,1.74,1.35,1.53,2,1
2023-02-10,D1,19:30,Schalke 04,Wolfsburg,D,D,2022/2023,80.0,20.0,5,4.0,1.0,2,41.18,70.59,0.4,2.2,0.6,1.81,1.6,1.91,1.35,1.35,9,0
2023-02-25,D1,14:30,FC Koln,Wolfsburg,A,A,2022/2023,60.0,60.0,5,3.0,3.0,4,41.18,47.06,2.2,2.0,0.6,2.09,1.0,2.1,1.35,1.65,10,0
2023-03-18,D1,14:30,Stuttgart,Wolfsburg,A,D,2022/2023,40.0,40.0,2,2.0,2.0,3,41.18,47.06,1.0,1.8,0.4,2.03,1.2,2.09,1.35,1.35,3,0
2023-04-09,D1,14:30,M'gladbach,Wolfsburg,H,H,2022/2023,20.0,40.0,6,1.0,2.0,2,41.18,52.94,1.4,0.8,0.8,1.86,0.8,1.67,1.35,1.94,5,0
2023-04-22,D1,14:30,Bochum,Wolfsburg,A,A,2022/2023,20.0,40.0,6,1.0,2.0,7,41.18,64.71,0.8,1.6,0.6,1.93,2.4,1.84,1.35,1.65,10,1
2023-05-07,D1,16:30,Dortmund,Wolfsburg,H,H,2022/2023,40.0,100.0,10,2.0,5.0,3,41.18,82.35,4.0,1.6,1.8,2.02,0.6,1.36,1.35,3.24,10,1
2023-05-19,D1,19:30,Freiburg,Wolfsburg,H,D,2022/2023,40.0,20.0,7,2.0,1.0,2,41.18,41.18,1.4,1.2,2.2,1.97,0.6,1.71,1.35,1.65,4,0
2023-08-26,D1,14:30,FC Koln,Wolfsburg,A,D,2023/2024,100.0,100.0,2,1.0,1.0,6,52.94,41.18,1.0,2.0,1.0,1.89,2.0,1.81,0.94,0.88,6,1
2023-09-02,D1,14:30,Hoffenheim,Wolfsburg,H,D,2023/2024,100.0,100.0,5,2.0,2.0,7,52.94,70.59,2.0,1.5,2.0,1.96,1.5,1.55,0.94,1.82,3,1
2023-09-23,D1,14:30,Dortmund,Wolfsburg,H,D,2023/2024,66.67,33.33,4,2.0,1.0,2,52.94,64.71,1.33,1.0,1.67,1.94,0.67,1.53,0.94,2.18,5,0
2023-10-07,D1,14:30,Stuttgart,Wolfsburg,H,A,2023/2024,75.0,100.0,7,3.0,4.0,5,52.94,76.47,4.0,1.0,2.0,1.87,0.5,1.83,0.94,2.94,5,1
2023-10-28,D1,14:30,Augsburg,Wolfsburg,H,A,2023/2024,80.0,100.0,5,4.0,5.0,6,52.94,58.82,2.4,1.2,2.2,1.82,2.2,1.83,0.94,1.53,5,1
2023-11-10,D1,19:30,M'gladbach,Wolfsburg,H,H,2023/2024,80.0,80.0,8,4.0,4.0,4,52.94,76.47,1.8,0.8,2.8,2.05,1.2,1.53,0.94,1.59,8,1
2023-12-02,D1,14:30,Bochum,Wolfsburg,H,H,2023/2024,80.0,60.0,9,4.0,3.0,6,52.94,58.82,1.6,0.8,2.8,1.92,1.6,1.8,0.94,1.53,6,1
2023-12-16,D1,14:30,Darmstadt,Wolfsburg,A,D,2023/2024,80.0,40.0,4,4.0,2.0,3,52.94,64.71,0.4,1.0,2.6,2.01,1.4,1.9,0.94,0.88,7,0
2024-01-13,D1,14:30,Mainz,Wolfsburg,D,A,2023/2024,60.0,20.0,4,3.0,1.0,4,52.94,35.29,0.8,1.0,2.2,2.0,1.2,2.08,0.94,1.35,7,0
2024-01-20,D1,14:30,Heidenheim,Wolfsburg,D,D,2023/2024,40.0,40.0,3,2.0,2.0,3,52.94,58.82,1.8,0.8,1.8,2.08,1.0,2.02,0.94,1.76,4,0
2024-02-10,D1,14:30,Union Berlin,Wolfsburg,H,H,2023/2024,20.0,20.0,2,1.0,1.0,5,52.94,58.82,1.6,0.8,1.2,1.99,0.4,2.2,0.94,1.29,6,0
2024-02-25,D1,14:30,Ein Frankfurt,Wolfsburg,D,A,2023/2024,20.0,60.0,5,1.0,3.0,8,52.94,52.94,2.2,1.0,1.0,2.14,1.0,2.0,0.94,1.71,5,1
2024-03-10,D1,18:30,Leverkusen,Wolfsburg,H,H,2023/2024,20.0,60.0,7,1.0,3.0,1,52.94,82.35,2.2,0.8,1.4,1.98,0.2,1.7,0.94,2.76,9,0
2024-03-30,D1,14:30,Werder Bremen,Wolfsburg,A,A,2023/2024,20.0,60.0,1,1.0,3.0,5,52.94,70.59,1.2,1.0,1.2,1.95,1.6,1.9,0.94,1.71,3,0
2024-04-13,D1,14:30,RB Leipzig,Wolfsburg,H,H,2023/2024,40.0,20.0,6,2.0,1.0,3,52.94,58.82,1.8,0.8,1.6,1.9,0.0,1.42,0.94,2.35,6,1
2024-04-27,D1,14:30,Freiburg,Wolfsburg,A,H,2023/2024,60.0,80.0,3,3.0,4.0,5,52.94,58.82,1.4,1.2,1.6,2.03,2.4,2.09,0.94,1.65,3,1
2024-05-12,D1,16:30,Bayern Munich,Wolfsburg,H,H,2023/2024,40.0,40.0,3,2.0,2.0,2,52.94,70.59,2.8,0.8,1.6,2.05,0.8,1.51,0.94,3.12,4,0
2024-08-31,D1,14:30,Holstein Kiel,Wolfsburg,A,A,2024/2025,0.0,0.0,5,0.0,0.0,4,0.0,0.0,0.0,2.0,0.0,1.89,2.0,1.68,2.0,0.0,1,0
