Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HST,AST,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgHomeGoalsScored,HR,Over2.5
2023-05-06,E0,15:00,Man City,Leeds,H,H,A Madley,2022/2023,100.0,100.0,6,2,84.21,2.8,68.42,3.2,0.8,1.6,1.36,3.4,3.16,0,1
2023-05-21,E0,13:30,West Ham,Leeds,H,D,P Bankes,2022/2023,80.0,100.0,9,3,36.84,3.0,68.42,1.6,2.0,1.0,1.84,2.0,1.37,0,1
2022-08-13,E0,15:00,Arsenal,Leicester,H,H,D England,2022/2023,100.0,100.0,7,2,89.47,4.0,63.16,4.0,2.0,2.0,1.76,2.2,2.79,0,1
2022-08-27,E0,15:00,Chelsea,Leicester,H,D,P Tierney,2022/2023,100.0,100.0,3,5,36.84,3.0,63.16,2.0,1.5,1.5,1.69,2.3,1.05,1,1
2022-09-04,E0,14:00,Brighton,Leicester,H,D,T Harrington,2022/2023,33.33,100.0,11,4,52.63,3.67,63.16,2.0,0.67,1.67,2.2,1.92,1.95,0,1
2022-09-17,E0,17:30,Tottenham,Leicester,H,D,S Hooper,2022/2023,75.0,100.0,11,7,57.89,4.25,63.16,3.25,1.0,1.75,1.68,2.37,1.95,0,1
2022-10-08,E0,15:00,Bournemouth,Leicester,H,A,M Salisbury,2022/2023,40.0,100.0,4,5,47.37,3.8,63.16,0.8,0.8,1.6,2.02,1.96,1.05,0,1
2022-10-23,E0,14:00,Wolves,Leicester,A,A,M Oliver,2022/2023,40.0,100.0,5,4,26.32,3.0,63.16,0.6,1.6,2.0,2.03,1.93,1.0,0,1
2022-11-05,E0,17:30,Everton,Leicester,A,A,D Coote,2022/2023,40.0,80.0,2,8,42.11,2.6,63.16,1.0,0.8,2.2,2.11,1.84,0.84,0,0
2022-11-12,E0,15:00,West Ham,Leicester,A,A,J Gillett,2022/2023,40.0,60.0,6,6,36.84,1.6,63.16,1.6,1.0,2.2,1.97,1.98,1.37,0,0
2022-12-30,E0,20:00,Liverpool,Leicester,H,H,C Pawson,2022/2023,60.0,60.0,5,2,52.63,0.8,63.16,1.6,0.8,2.0,1.45,2.75,2.42,0,1
2023-01-14,E0,15:00,Nott'm Forest,Leicester,H,D,P Tierney,2022/2023,20.0,40.0,5,1,36.84,0.8,63.16,1.4,0.6,1.8,2.4,1.62,1.42,0,0
2023-02-04,E0,15:00,Aston Villa,Leicester,A,A,D England,2022/2023,80.0,40.0,4,5,57.89,1.2,63.16,1.8,2.0,1.8,2.03,1.89,1.74,0,1
2023-02-19,E0,14:00,Man United,Leicester,H,H,S Attwell,2022/2023,100.0,60.0,8,3,57.89,1.8,63.16,2.4,0.8,1.4,1.63,2.38,1.89,0,1
2023-03-04,E0,17:30,Southampton,Leicester,H,H,R Jones,2022/2023,40.0,60.0,5,0,47.37,2.0,63.16,0.6,1.4,1.0,2.13,1.8,1.0,0,0
2023-03-18,E0,15:00,Brentford,Leicester,D,H,D Bond,2022/2023,40.0,40.0,2,1,47.37,1.8,63.16,2.0,0.8,1.0,1.85,2.0,1.84,1,0
2023-04-01,E0,15:00,Crystal Palace,Leicester,H,D,T Robinson,2022/2023,20.0,60.0,9,2,42.11,1.8,63.16,0.6,0.6,1.2,2.21,1.8,1.11,0,1
2023-04-15,E0,17:30,Man City,Leicester,H,H,D England,2022/2023,80.0,60.0,4,4,84.21,2.0,63.16,3.0,0.6,0.6,1.41,3.2,3.16,0,1
2023-04-25,E0,20:00,Leeds,Leicester,D,H,P Tierney,2022/2023,80.0,40.0,3,3,63.16,1.6,63.16,1.4,3.0,0.8,1.74,2.3,1.37,0,0
2023-05-08,E0,15:00,Fulham,Leicester,H,H,R Jones,2022/2023,80.0,60.0,7,9,73.68,2.4,63.16,1.6,2.0,1.4,2.09,1.9,1.63,0,1
2023-05-22,E0,20:00,Newcastle,Leicester,D,D,A Marriner,2022/2023,60.0,60.0,4,1,36.84,2.2,63.16,2.6,1.0,1.2,1.54,2.63,1.89,0,0
2022-08-06,E0,12:30,Fulham,Liverpool,D,H,A Madley,2022/2023,100.0,100.0,3,4,73.68,2.0,68.42,2.0,2.0,2.0,1.51,2.62,1.63,0,1
2022-08-22,E0,20:00,Man United,Liverpool,H,H,M Oliver,2022/2023,100.0,100.0,4,5,57.89,2.0,68.42,1.5,1.5,1.5,1.54,2.62,1.89,0,1
2022-09-03,E0,12:30,Everton,Liverpool,D,D,A Taylor,2022/2023,0.0,66.67,3,8,42.11,1.33,68.42,0.33,0.67,1.0,1.65,2.62,0.84,0,0
2022-10-09,E0,16:30,Arsenal,Liverpool,H,H,M Oliver,2022/2023,100.0,75.0,7,3,89.47,1.75,68.42,2.8,1.4,1.25,1.58,2.5,2.79,0,1
2022-10-22,E0,12:30,Nott'm Forest,Liverpool,H,D,P Tierney,2022/2023,40.0,60.0,7,7,36.84,1.6,68.42,1.2,1.8,1.0,1.64,2.37,1.42,0,0
2022-11-06,E0,16:30,Tottenham,Liverpool,A,A,A Madley,2022/2023,80.0,60.0,5,6,57.89,1.4,68.42,2.4,1.4,1.0,1.72,2.2,1.95,0,1
2022-12-26,E0,17:30,Aston Villa,Liverpool,A,A,P Tierney,2022/2023,60.0,60.0,6,9,57.89,1.2,68.42,1.8,1.2,1.4,1.72,2.2,1.74,0,1
2023-01-02,E0,17:30,Brentford,Liverpool,H,H,S Attwell,2022/2023,40.0,80.0,7,6,47.37,1.8,68.42,1.6,0.8,1.6,1.68,2.3,1.84,0,1
2023-01-14,E0,15:00,Brighton,Liverpool,H,D,D England,2022/2023,80.0,80.0,9,2,52.63,1.8,68.42,2.0,1.4,1.2,1.62,2.38,1.95,0,1
2023-02-04,E0,15:00,Wolves,Liverpool,H,H,P Tierney,2022/2023,40.0,100.0,6,4,26.32,2.2,68.42,1.2,1.2,1.2,1.9,2.0,1.0,0,1
2023-02-18,E0,17:30,Newcastle,Liverpool,A,A,A Taylor,2022/2023,0.0,80.0,4,7,36.84,2.0,68.42,0.6,0.6,1.2,1.94,2.02,1.89,1,0
2023-02-25,E0,19:45,Crystal Palace,Liverpool,D,D,D England,2022/2023,20.0,60.0,0,4,42.11,1.8,68.42,0.4,1.2,0.6,1.86,2.0,1.11,0,0
2023-03-11,E0,12:30,Bournemouth,Liverpool,H,H,J Brooks,2022/2023,20.0,40.0,2,6,47.37,1.4,68.42,0.8,1.6,0.4,1.56,2.5,1.05,0,0
2023-04-01,E0,12:30,Man City,Liverpool,H,D,S Hooper,2022/2023,80.0,40.0,8,1,84.21,1.6,68.42,3.2,0.8,0.6,1.7,2.3,3.16,0,1
2023-04-04,E0,20:00,Chelsea,Liverpool,D,D,A Taylor,2022/2023,20.0,20.0,3,4,36.84,1.0,68.42,0.6,1.0,0.6,2.0,1.95,1.05,0,0
2023-04-17,E0,20:00,Leeds,Liverpool,A,A,C Pawson,2022/2023,80.0,40.0,3,7,63.16,1.2,68.42,1.4,2.8,1.4,1.55,2.63,1.37,0,1
2023-04-26,E0,19:45,West Ham,Liverpool,A,D,C Kavanagh,2022/2023,60.0,60.0,2,4,36.84,1.4,68.42,1.2,2.0,1.8,1.68,2.3,1.37,0,1
2023-05-15,E0,20:00,Leicester,Liverpool,A,A,C Pawson,2022/2023,80.0,80.0,4,5,63.16,1.2,68.42,1.0,1.8,2.4,1.53,2.63,1.21,0,1
2023-05-28,E0,16:30,Southampton,Liverpool,D,D,D England,2022/2023,40.0,80.0,10,8,47.37,1.2,68.42,1.0,2.6,3.0,1.37,3.2,1.0,0,1
2023-08-13,E0,16:30,Chelsea,Liverpool,D,D,A Taylor,2023/2024,0.0,0.0,4,1,63.16,1.0,63.16,1.0,1.0,1.0,1.58,2.5,2.32,0,0
2023-08-27,E0,16:30,Newcastle,Liverpool,A,H,J Brooks,2023/2024,100.0,50.0,8,4,68.42,1.0,63.16,3.0,1.5,1.5,1.57,2.5,2.58,0,1
2023-09-16,E0,12:30,Wolves,Liverpool,A,H,M Oliver,2023/2024,100.0,66.67,2,6,63.16,1.0,63.16,1.0,3.5,2.0,1.57,2.5,1.37,0,1
2023-09-30,E0,17:30,Tottenham,Liverpool,H,D,S Hooper,2023/2024,66.67,75.0,8,4,84.21,1.25,63.16,2.0,0.67,1.75,1.44,3.2,2.0,0,1
2023-10-08,E0,14:00,Brighton,Liverpool,D,A,A Taylor,2023/2024,100.0,80.0,3,4,57.89,1.4,63.16,2.6,1.6,1.8,1.35,3.5,1.58,0,1
2023-11-05,E0,16:30,Luton,Liverpool,D,D,A Madley,2023/2024,40.0,80.0,5,6,68.42,1.4,63.16,0.8,1.4,1.8,1.38,3.1,1.47,0,0
2023-11-25,E0,12:30,Man City,Liverpool,D,H,C Kavanagh,2023/2024,60.0,60.0,5,3,57.89,1.4,63.16,3.2,0.8,1.6,1.58,2.6,2.68,0,0
2023-12-06,E0,19:30,Sheffield United,Liverpool,A,A,S Hooper,2023/2024,80.0,40.0,1,8,84.21,1.2,63.16,0.8,3.2,1.4,1.4,3.5,1.0,0,0
2023-12-09,E0,12:30,Crystal Palace,Liverpool,A,D,A Madley,2023/2024,60.0,40.0,4,2,63.16,1.0,63.16,0.8,1.8,1.6,1.74,2.2,1.95,1,1
2023-12-26,E0,17:30,Burnley,Liverpool,A,A,P Tierney,2023/2024,40.0,20.0,0,10,57.89,0.6,63.16,1.2,1.6,1.6,1.54,2.7,1.0,0,0
2024-01-21,E0,16:30,Bournemouth,Liverpool,A,D,A Madley,2023/2024,80.0,40.0,1,7,63.16,0.4,63.16,1.8,1.4,2.2,1.48,2.88,1.42,0,1
2024-02-04,E0,16:30,Arsenal,Liverpool,H,D,A Taylor,2023/2024,60.0,60.0,7,1,73.68,0.8,63.16,2.4,0.8,2.2,1.76,2.15,2.53,0,1
2024-02-17,E0,12:30,Brentford,Liverpool,A,A,M Oliver,2023/2024,100.0,80.0,6,8,68.42,1.0,63.16,1.4,3.0,2.6,1.5,2.7,1.53,0,1
2024-03-02,E0,15:00,Nott'm Forest,Liverpool,A,D,P Tierney,2023/2024,60.0,60.0,2,2,52.63,0.8,63.16,1.4,1.4,2.4,1.58,2.4,1.42,0,0
2024-04-07,E0,15:30,Man United,Liverpool,D,A,A Taylor,2023/2024,80.0,80.0,5,7,68.42,1.2,63.16,2.0,1.2,2.4,1.34,3.5,1.63,0,1
2024-04-21,E0,16:30,Fulham,Liverpool,A,D,C Pawson,2023/2024,80.0,80.0,5,7,63.16,1.4,63.16,1.6,1.2,2.2,1.48,2.75,1.63,0,1
2024-04-24,E0,20:00,Everton,Liverpool,H,H,A Madley,2023/2024,20.0,60.0,6,7,36.84,1.2,63.16,1.4,0.8,2.0,1.53,2.63,1.16,0,0
2024-04-27,E0,12:30,West Ham,Liverpool,D,H,A Taylor,2023/2024,40.0,60.0,8,8,52.63,1.4,63.16,1.2,1.6,1.6,1.42,3.2,1.63,0,1
2024-05-13,E0,20:00,Aston Villa,Liverpool,D,A,S Hooper,2023/2024,80.0,80.0,5,7,78.95,2.0,63.16,2.6,1.8,2.0,1.39,3.2,2.53,0,1
2024-08-17,E0,12:30,Ipswich,Liverpool,A,D,T Robinson,2024/2025,0.0,0.0,2,5,0.0,0.0,0.0,0.0,2.0,2.0,1.4,3.2,0.0,0,0
2023-08-12,E0,15:00,Brighton,Luton,H,H,D Coote,2023/2024,100.0,100.0,12,3,57.89,4.0,73.68,4.0,1.0,1.0,1.62,2.5,1.58,0,1
2023-08-25,E0,20:00,Chelsea,Luton,H,H,R Jones,2023/2024,50.0,100.0,8,1,63.16,3.5,73.68,2.0,0.5,0.5,1.67,2.3,2.32,0,1
2023-09-16,E0,15:00,Fulham,Luton,H,D,M Salisbury,2023/2024,50.0,66.67,2,2,63.16,2.67,73.68,0.5,1.5,0.33,2.19,1.73,1.63,0,0
2023-09-30,E0,15:00,Everton,Luton,A,A,A Taylor,2023/2024,25.0,75.0,5,2,36.84,2.25,73.68,0.25,1.25,0.75,2.13,1.87,1.16,0,1
2023-10-21,E0,15:00,Nott'm Forest,Luton,D,D,S Barrott,2023/2024,50.0,80.0,8,4,52.63,2.2,73.68,1.5,1.25,1.0,2.24,1.7,1.42,0,1
2023-10-29,E0,14:00,Aston Villa,Luton,H,H,J Brooks,2023/2024,100.0,80.0,6,1,78.95,2.0,73.68,4.0,0.8,1.0,1.53,2.7,2.53,0,1
2023-11-11,E0,15:00,Man United,Luton,H,D,G Scott,2023/2024,60.0,60.0,4,4,68.42,1.6,73.68,0.8,1.6,1.0,1.54,2.7,1.63,0,0
2023-12-02,E0,15:00,Brentford,Luton,H,D,A Taylor,2023/2024,80.0,80.0,6,1,68.42,2.0,73.68,2.0,1.4,1.2,1.85,2.05,1.53,0,1
2023-12-26,E0,15:00,Sheffield United,Luton,A,A,S Allison,2023/2024,60.0,80.0,6,4,84.21,2.2,73.68,1.2,1.8,1.4,2.36,1.67,1.0,0,1
2024-01-12,E0,19:45,Burnley,Luton,D,H,T Harrington,2023/2024,40.0,60.0,7,5,57.89,2.0,73.68,1.4,1.4,1.2,2.06,1.84,1.0,0,0
2024-02-03,E0,15:00,Newcastle,Luton,D,D,T Bramall,2023/2024,80.0,60.0,6,8,68.42,2.2,73.68,2.2,2.0,1.8,1.67,2.35,2.58,0,1
2024-02-21,E0,19:30,Liverpool,Luton,H,A,A Madley,2023/2024,80.0,80.0,13,3,68.42,2.8,73.68,3.2,1.2,2.0,1.39,3.1,2.58,0,1
2024-03-09,E0,15:00,Crystal Palace,Luton,D,H,S Singh,2023/2024,80.0,60.0,4,2,63.16,2.4,73.68,2.2,1.4,2.0,1.9,2.05,1.95,0,0
2024-03-13,E0,19:30,Bournemouth,Luton,H,A,S Allison,2023/2024,60.0,60.0,10,4,63.16,2.8,73.68,1.4,2.2,2.0,1.43,2.88,1.42,0,1
2024-03-30,E0,15:00,Tottenham,Luton,H,A,J Gillett,2023/2024,100.0,80.0,4,3,84.21,3.0,73.68,2.2,1.4,2.0,1.23,4.2,2.0,0,1
2024-04-03,E0,19:30,Arsenal,Luton,H,H,C Pawson,2023/2024,80.0,60.0,4,1,73.68,2.6,73.68,3.2,0.6,1.2,1.34,3.5,2.53,0,0
2024-04-13,E0,15:00,Man City,Luton,H,H,J Brooks,2023/2024,60.0,60.0,13,2,57.89,2.8,73.68,2.6,0.6,1.2,1.25,4.33,2.68,0,1
2024-04-27,E0,15:00,Wolves,Luton,H,H,D Coote,2023/2024,60.0,80.0,5,6,63.16,3.0,73.68,1.0,1.4,1.2,1.71,2.2,1.37,0,1
2024-05-11,E0,15:00,West Ham,Luton,H,A,M Oliver,2023/2024,40.0,80.0,8,1,52.63,2.8,73.68,1.4,1.4,0.8,1.43,3.0,1.63,0,1
2022-08-07,E0,16:30,West Ham,Man City,A,A,M Oliver,2022/2023,0.0,0.0,1,2,36.84,0.0,47.37,0.0,2.0,2.0,1.54,2.62,1.37,0,0
2022-08-21,E0,16:30,Newcastle,Man City,D,H,J Gillett,2022/2023,50.0,50.0,6,10,36.84,1.5,47.37,2.5,1.5,2.5,1.65,2.37,1.89,0,1
2022-09-03,E0,17:30,Aston Villa,Man City,D,D,S Hooper,2022/2023,33.33,33.33,1,4,57.89,1.33,47.37,1.0,1.0,2.0,1.5,2.75,1.74,0,0
2022-09-17,E0,12:30,Wolves,Man City,A,A,A Taylor,2022/2023,25.0,50.0,1,7,26.32,1.0,47.37,0.5,1.0,2.25,1.61,2.37,1.0,1,1
2022-10-16,E0,16:30,Liverpool,Man City,H,D,A Taylor,2022/2023,60.0,40.0,2,6,52.63,1.0,47.37,3.2,1.0,1.8,1.49,2.75,2.42,0,0
2022-10-29,E0,12:30,Leicester,Man City,A,D,R Jones,2022/2023,20.0,40.0,5,5,63.16,1.0,47.37,1.2,0.4,1.6,1.65,2.37,1.21,0,0
2022-12-28,E0,20:00,Leeds,Man City,A,A,S Attwell,2022/2023,60.0,40.0,1,9,63.16,0.6,47.37,1.4,2.0,1.6,1.42,3.0,1.37,0,1
2023-01-05,E0,20:00,Chelsea,Man City,A,D,P Tierney,2022/2023,20.0,40.0,2,3,36.84,0.4,47.37,1.2,0.6,1.6,1.83,2.1,1.05,0,0
2023-01-14,E0,12:30,Man United,Man City,H,D,S Attwell,2022/2023,60.0,40.0,4,1,57.89,0.8,47.37,2.2,0.2,1.2,1.77,2.2,1.89,0,1
2023-02-05,E0,16:30,Tottenham,Man City,H,H,A Madley,2022/2023,40.0,40.0,3,5,57.89,0.8,47.37,1.2,1.8,1.2,1.79,2.1,1.95,1,0
2023-02-15,E0,19:30,Arsenal,Man City,A,D,A Taylor,2022/2023,60.0,60.0,1,6,89.47,1.0,47.37,1.6,1.4,1.6,2.02,1.97,2.79,0,1
2023-02-18,E0,15:00,Nott'm Forest,Man City,D,A,G Scott,2022/2023,0.0,40.0,1,6,36.84,1.0,47.37,1.2,0.4,1.2,1.7,2.3,1.42,0,0
2023-02-25,E0,17:30,Bournemouth,Man City,A,A,P Tierney,2022/2023,40.0,60.0,2,5,47.37,1.2,47.37,1.2,1.6,1.8,1.68,2.38,1.05,0,1
2023-03-11,E0,17:30,Crystal Palace,Man City,A,D,R Jones,2022/2023,0.0,40.0,0,4,42.11,0.8,47.37,0.4,0.6,1.8,1.93,2.0,1.11,0,0
2023-04-08,E0,17:30,Southampton,Man City,A,A,R Jones,2022/2023,60.0,60.0,1,8,47.37,0.8,47.37,1.2,2.2,2.6,1.71,2.3,1.0,0,1
2023-04-30,E0,14:00,Fulham,Man City,A,A,S Hooper,2022/2023,60.0,60.0,1,9,73.68,0.8,47.37,0.8,1.6,2.4,1.65,2.38,1.63,0,1
2023-05-14,E0,14:00,Everton,Man City,A,A,A Taylor,2022/2023,60.0,80.0,3,4,42.11,0.6,47.37,0.8,2.2,2.8,1.68,2.2,0.84,0,1
2023-05-24,E0,20:00,Brighton,Man City,D,D,S Hooper,2022/2023,60.0,60.0,7,4,52.63,0.6,47.37,2.4,1.4,2.2,1.54,2.75,1.95,0,0
2023-05-28,E0,16:30,Brentford,Man City,H,D,J Brooks,2022/2023,40.0,60.0,4,3,47.37,0.8,47.37,1.4,0.8,2.0,1.9,2.02,1.84,0,0
2023-08-11,E0,20:00,Burnley,Man City,A,A,C Pawson,2023/2024,100.0,100.0,1,8,57.89,0.0,68.42,0.0,3.0,3.0,1.73,2.2,1.0,1,1
2023-08-27,E0,14:00,Sheffield United,Man City,A,D,J Gillett,2023/2024,50.0,100.0,2,9,84.21,0.5,68.42,0.5,1.5,2.5,1.66,2.38,1.0,0,1
2023-09-16,E0,15:00,West Ham,Man City,A,H,A Madley,2023/2024,100.0,100.0,3,15,52.63,0.67,68.42,2.0,2.0,2.67,1.83,2.1,1.63,0,1
2023-09-30,E0,15:00,Wolves,Man City,H,H,C Pawson,2023/2024,100.0,100.0,1,8,63.16,1.0,68.42,1.33,2.67,2.25,1.75,2.2,1.37,0,1
2023-10-08,E0,16:30,Arsenal,Man City,H,D,M Oliver,2023/2024,80.0,80.0,2,1,73.68,1.0,68.42,2.0,1.2,1.8,2.13,1.82,2.53,0,0
2023-10-29,E0,15:30,Man United,Man City,A,A,P Tierney,2023/2024,80.0,80.0,3,10,68.42,1.0,68.42,1.2,2.0,1.8,1.74,2.2,1.63,0,1
2023-11-12,E0,16:30,Chelsea,Man City,D,D,A Taylor,2023/2024,40.0,80.0,9,10,63.16,1.6,68.42,1.2,2.0,2.2,1.87,2.07,2.32,0,1
2023-12-06,E0,20:15,Aston Villa,Man City,H,D,J Brooks,2023/2024,80.0,60.0,7,2,78.95,1.6,68.42,3.4,0.8,1.6,1.72,2.25,2.53,0,0
2023-12-10,E0,14:00,Luton,Man City,A,H,T Robinson,2023/2024,60.0,60.0,2,6,68.42,1.4,68.42,1.4,1.8,1.8,1.62,2.4,1.47,0,1
2023-12-27,E0,20:15,Everton,Man City,A,H,J Brooks,2023/2024,60.0,80.0,2,9,36.84,1.4,68.42,1.4,1.4,2.4,2.0,1.95,1.16,0,1
2024-01-13,E0,17:30,Newcastle,Man City,A,H,C Kavanagh,2023/2024,80.0,80.0,5,11,68.42,1.8,68.42,2.2,1.4,2.4,1.84,2.15,2.58,0,1
2024-02-05,E0,20:00,Brentford,Man City,A,D,J Gillett,2023/2024,100.0,80.0,3,15,68.42,1.2,68.42,1.8,2.4,2.2,1.55,2.5,1.53,0,1
2024-02-24,E0,17:30,Bournemouth,Man City,A,A,J Gillett,2023/2024,60.0,80.0,4,6,63.16,1.0,68.42,1.2,1.6,2.4,1.54,2.6,1.42,0,0
2024-03-10,E0,15:45,Liverpool,Man City,D,A,M Oliver,2023/2024,80.0,60.0,6,6,68.42,1.0,68.42,3.2,1.2,2.2,1.52,2.6,2.58,0,0
2024-04-06,E0,12:30,Crystal Palace,Man City,A,D,P Tierney,2023/2024,80.0,60.0,4,8,63.16,1.2,68.42,2.0,2.0,2.4,1.73,2.2,1.95,0,1
2024-04-25,E0,20:00,Brighton,Man City,A,A,J Gillett,2023/2024,60.0,60.0,3,6,57.89,0.8,68.42,1.2,1.8,2.6,1.47,3.2,1.58,0,1
2024-04-28,E0,16:30,Nott'm Forest,Man City,A,A,S Hooper,2023/2024,40.0,40.0,2,5,52.63,0.6,68.42,1.2,1.4,2.4,1.58,2.63,1.42,0,0
2024-05-11,E0,12:30,Fulham,Man City,A,A,A Taylor,2023/2024,60.0,60.0,1,9,63.16,0.6,68.42,1.0,1.8,3.0,1.35,3.4,1.63,1,1
2024-05-14,E0,20:00,Tottenham,Man City,A,D,C Kavanagh,2023/2024,80.0,60.0,5,5,84.21,0.4,68.42,1.8,1.6,3.2,1.32,3.75,2.0,0,0
2024-08-18,E0,16:30,Chelsea,Man City,A,A,A Taylor,2024/2025,0.0,0.0,3,5,0.0,0.0,0.0,0.0,2.0,2.0,1.61,2.38,0.0,0,0
2022-08-13,E0,17:30,Brentford,Man United,H,H,S Attwell,2022/2023,100.0,100.0,7,4,47.37,4.0,42.11,4.0,0.0,0.0,1.8,2.1,1.84,0,1
2022-08-27,E0,12:30,Southampton,Man United,A,D,A Madley,2022/2023,50.0,50.0,5,6,47.37,2.0,42.11,1.0,1.5,0.5,1.65,2.37,1.0,0,0
2022-09-01,E0,20:00,Leicester,Man United,A,A,C Pawson,2022/2023,66.67,33.33,2,2,63.16,1.33,42.11,1.0,1.67,0.67,1.73,2.3,1.21,0,0
2022-10-02,E0,14:00,Man City,Man United,H,H,M Oliver,2022/2023,100.0,50.0,10,8,84.21,2.5,42.11,5.0,1.25,1.25,1.51,2.75,3.16,0,1
2022-10-09,E0,19:00,Everton,Man United,A,A,D Coote,2022/2023,20.0,60.0,2,4,42.11,2.2,42.11,0.6,0.8,1.4,1.91,2.05,0.84,0,1
2022-10-22,E0,17:30,Chelsea,Man United,D,D,S Attwell,2022/2023,80.0,40.0,2,6,36.84,1.6,42.11,2.0,1.0,1.6,1.93,2.01,1.05,0,0
2022-11-06,E0,14:00,Aston Villa,Man United,H,H,A Taylor,2022/2023,40.0,60.0,4,3,57.89,2.2,42.11,1.8,0.8,1.6,1.94,1.97,1.74,0,1
2022-11-13,E0,16:30,Fulham,Man United,A,A,P Tierney,2022/2023,80.0,80.0,7,9,73.68,2.4,42.11,1.4,1.6,1.8,1.83,2.1,1.63,0,1
2022-12-31,E0,12:30,Wolves,Man United,A,D,R Jones,2022/2023,40.0,60.0,3,6,26.32,1.2,42.11,0.6,2.0,1.4,1.95,1.99,1.0,0,0
2023-01-18,E0,20:00,Crystal Palace,Man United,D,A,R Jones,2022/2023,60.0,40.0,5,4,42.11,1.2,42.11,0.8,1.8,1.2,1.96,1.96,1.11,0,0
2023-01-22,E0,16:30,Arsenal,Man United,H,D,A Taylor,2022/2023,80.0,60.0,5,4,89.47,1.6,42.11,2.8,1.0,1.4,1.81,2.1,2.79,0,1
2023-02-12,E0,14:00,Leeds,Man United,A,D,P Tierney,2022/2023,60.0,40.0,6,5,63.16,1.0,42.11,1.4,2.0,1.6,1.7,2.2,1.37,0,0
