Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HST,AST,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgHomeGoalsScored,HR,Over2.5
2023-03-05,E0,16:30,Liverpool,Man United,H,H,A Madley,2022/2023,40.0,40.0,8,4,52.63,2.2,42.11,2.6,0.2,1.2,1.8,2.1,2.42,0,1
2023-04-02,E0,16:30,Newcastle,Man United,H,D,S Attwell,2022/2023,20.0,40.0,6,1,36.84,2.6,42.11,1.2,0.8,1.0,1.99,2.05,1.89,0,0
2023-04-16,E0,16:30,Nott'm Forest,Man United,A,A,S Hooper,2022/2023,40.0,40.0,0,8,36.84,2.4,42.11,1.0,1.6,1.2,1.85,2.0,1.42,0,0
2023-04-27,E0,20:15,Tottenham,Man United,D,A,A Taylor,2022/2023,80.0,40.0,7,8,57.89,2.2,42.11,2.2,1.4,1.2,1.62,2.38,1.95,0,1
2023-05-04,E0,20:00,Brighton,Man United,H,D,A Marriner,2022/2023,60.0,40.0,6,5,52.63,2.4,42.11,3.0,0.6,0.8,1.57,2.5,1.95,0,0
2023-05-07,E0,19:00,West Ham,Man United,H,H,P Bankes,2022/2023,60.0,20.0,4,4,36.84,1.2,42.11,1.2,1.8,0.8,1.8,2.1,1.37,0,0
2023-05-20,E0,15:00,Bournemouth,Man United,A,A,C Kavanagh,2022/2023,60.0,20.0,4,5,47.37,0.8,42.11,1.0,2.2,1.0,1.53,2.75,1.05,0,0
2023-08-19,E0,17:30,Tottenham,Man United,H,D,M Oliver,2023/2024,0.0,0.0,6,6,84.21,2.0,57.89,2.0,0.0,0.0,1.55,2.5,2.0,0,0
2023-09-03,E0,16:30,Arsenal,Man United,H,D,A Taylor,2023/2024,100.0,50.0,5,2,73.68,2.5,57.89,2.33,1.33,0.5,1.53,2.75,2.53,0,1
2023-09-23,E0,20:00,Burnley,Man United,A,A,T Harrington,2023/2024,75.0,33.33,4,4,57.89,1.67,57.89,0.75,3.0,0.67,1.75,2.1,1.0,0,0
2023-10-21,E0,20:00,Sheffield United,Man United,A,D,M Oliver,2023/2024,80.0,50.0,6,5,84.21,1.5,57.89,0.8,3.0,1.0,1.53,2.7,1.0,0,1
2023-11-04,E0,12:30,Fulham,Man United,A,D,J Brooks,2023/2024,40.0,40.0,3,5,63.16,1.2,57.89,0.8,1.4,1.0,1.9,2.05,1.63,0,0
2023-11-26,E0,16:30,Everton,Man United,A,A,J Brooks,2023/2024,60.0,60.0,6,4,36.84,0.8,57.89,1.0,1.4,1.6,1.96,1.96,1.16,0,1
2023-12-02,E0,20:00,Newcastle,Man United,H,D,R Jones,2023/2024,40.0,40.0,4,1,68.42,0.4,57.89,2.4,0.2,1.4,1.81,2.08,2.58,0,0
2023-12-17,E0,16:30,Liverpool,Man United,D,D,M Oliver,2023/2024,60.0,40.0,8,1,68.42,0.4,57.89,2.4,0.6,1.2,1.45,3.1,2.58,0,0
2023-12-23,E0,12:30,West Ham,Man United,H,D,S Hooper,2023/2024,40.0,20.0,5,3,52.63,0.6,57.89,1.8,0.8,0.8,1.69,2.3,1.63,0,0
2023-12-30,E0,17:30,Nott'm Forest,Man United,H,D,T Robinson,2023/2024,60.0,40.0,2,5,52.63,1.0,57.89,1.2,2.0,0.8,1.79,2.08,1.42,0,1
2024-02-01,E0,20:15,Wolves,Man United,A,A,J Gillett,2023/2024,60.0,40.0,7,8,63.16,1.6,57.89,2.0,1.2,1.0,1.92,2.0,1.37,0,1
2024-02-11,E0,16:30,Aston Villa,Man United,A,A,R Jones,2023/2024,60.0,60.0,10,5,78.95,1.6,57.89,1.4,1.6,1.4,1.53,2.5,2.53,0,1
2024-02-18,E0,16:30,Luton,Man United,A,A,D Coote,2023/2024,80.0,80.0,4,9,68.42,1.8,57.89,1.8,1.6,1.8,1.59,2.5,1.47,0,1
2024-03-03,E0,15:30,Man City,Man United,H,A,A Madley,2023/2024,40.0,100.0,8,1,57.89,2.0,57.89,2.0,0.6,2.0,1.38,3.1,2.68,0,1
2024-03-30,E0,20:00,Brentford,Man United,D,D,S Hooper,2023/2024,80.0,80.0,5,5,68.42,1.8,57.89,1.6,2.4,2.0,1.46,2.7,1.53,0,0
2024-04-04,E0,20:15,Chelsea,Man United,H,D,J Gillett,2023/2024,80.0,80.0,10,5,63.16,2.0,57.89,2.4,2.2,1.8,1.44,3.0,2.32,0,1
2024-04-13,E0,17:30,Bournemouth,Man United,D,H,T Harrington,2023/2024,80.0,80.0,5,2,63.16,2.2,57.89,2.2,1.6,1.8,1.41,3.2,1.42,0,1
2024-05-06,E0,20:00,Crystal Palace,Man United,H,H,J Gillett ,2023/2024,60.0,80.0,10,2,63.16,2.8,57.89,2.8,1.4,1.4,1.57,2.5,1.95,0,1
2024-05-19,E0,16:00,Brighton,Man United,A,D,C Pawson,2023/2024,60.0,60.0,3,4,57.89,2.2,57.89,0.4,2.2,1.6,1.35,3.5,1.58,0,0
2022-08-13,E0,15:00,Brighton,Newcastle,D,D,G Scott,2022/2023,0.0,0.0,7,1,52.63,0.0,57.89,0.0,0.0,0.0,2.2,1.72,1.95,0,0
2022-08-28,E0,14:00,Wolves,Newcastle,D,H,P Bankes,2022/2023,0.0,0.0,4,6,26.32,0.5,57.89,0.5,0.5,0.5,2.13,1.72,1.0,0,0
2022-08-31,E0,20:00,Liverpool,Newcastle,H,A,A Marriner,2022/2023,66.67,33.33,6,2,52.63,1.0,57.89,4.0,0.67,0.67,1.45,3.0,2.42,0,1
2022-10-01,E0,15:00,Fulham,Newcastle,A,A,D England,2022/2023,100.0,50.0,1,10,73.68,1.0,57.89,2.0,2.25,1.5,1.95,1.99,1.63,1,1
2022-10-16,E0,14:00,Man United,Newcastle,D,D,C Pawson,2022/2023,75.0,40.0,2,2,57.89,0.8,57.89,1.5,1.0,1.2,1.77,2.1,1.89,0,0
2022-10-23,E0,16:30,Tottenham,Newcastle,A,A,J Gillett,2022/2023,60.0,60.0,5,5,57.89,1.0,57.89,2.4,1.0,1.6,2.0,1.96,1.95,0,1
2022-11-06,E0,14:00,Southampton,Newcastle,A,A,S Attwell,2022/2023,60.0,80.0,5,4,47.37,1.0,57.89,1.2,1.8,2.2,1.99,1.96,1.0,0,1
2022-12-26,E0,15:00,Leicester,Newcastle,A,A,J Gillett,2022/2023,40.0,80.0,2,5,63.16,0.6,57.89,1.2,0.8,2.6,2.02,1.91,1.21,0,1
2023-01-03,E0,19:45,Arsenal,Newcastle,D,D,A Madley,2022/2023,80.0,60.0,4,1,89.47,0.4,57.89,2.8,0.8,1.8,1.95,1.99,2.79,0,0
2023-01-21,E0,17:30,Crystal Palace,Newcastle,D,D,C Pawson,2022/2023,40.0,60.0,1,7,42.11,0.4,57.89,0.4,1.6,1.8,2.26,1.73,1.11,0,0
2023-02-11,E0,17:30,Bournemouth,Newcastle,D,D,S Attwell,2022/2023,40.0,40.0,5,7,47.37,0.4,57.89,1.4,1.4,1.6,2.02,1.93,1.05,0,0
2023-03-04,E0,12:30,Man City,Newcastle,H,H,S Hooper,2022/2023,60.0,20.0,3,2,84.21,0.6,57.89,2.6,0.8,0.8,1.78,2.1,3.16,0,0
2023-03-17,E0,20:00,Nott'm Forest,Newcastle,A,D,P Tierney,2022/2023,40.0,20.0,3,4,36.84,0.8,57.89,1.4,1.0,0.6,2.2,1.73,1.42,0,1
2023-04-05,E0,20:00,West Ham,Newcastle,A,A,C Pawson,2022/2023,40.0,40.0,2,8,36.84,1.0,57.89,1.6,1.4,1.6,2.38,1.62,1.37,0,1
2023-04-08,E0,15:00,Brentford,Newcastle,A,H,C Kavanagh,2022/2023,60.0,60.0,6,4,47.37,1.2,57.89,1.8,1.2,2.0,2.21,1.73,1.84,0,1
2023-04-15,E0,12:30,Aston Villa,Newcastle,H,H,J Brooks,2022/2023,60.0,80.0,6,2,57.89,1.6,57.89,2.2,0.8,1.8,2.05,1.89,1.74,0,1
2023-04-27,E0,19:45,Everton,Newcastle,A,A,A Marriner,2022/2023,40.0,100.0,5,8,42.11,1.4,57.89,0.8,2.0,2.6,2.07,1.85,0.84,0,1
2023-05-13,E0,12:30,Leeds,Newcastle,D,D,S Hooper,2022/2023,80.0,100.0,4,5,63.16,1.6,57.89,1.4,3.0,2.6,1.6,2.5,1.37,1,1
2023-05-28,E0,16:30,Chelsea,Newcastle,D,D,J Gillett,2022/2023,40.0,80.0,5,4,36.84,1.6,57.89,0.8,1.4,1.8,1.58,2.5,1.05,0,0
2023-08-19,E0,20:00,Man City,Newcastle,H,H,R Jones,2023/2024,0.0,0.0,4,1,57.89,1.0,73.68,1.0,0.0,0.0,1.89,2.05,2.68,0,0
2023-09-02,E0,17:30,Brighton,Newcastle,H,H,S Attwell,2023/2024,100.0,50.0,6,2,57.89,2.0,73.68,2.67,1.67,0.5,1.57,2.63,1.58,0,1
2023-09-24,E0,16:30,Sheffield United,Newcastle,A,A,S Attwell,2023/2024,75.0,66.67,1,15,84.21,1.33,73.68,0.75,3.25,3.0,1.87,2.05,1.0,0,1
2023-10-08,E0,14:00,West Ham,Newcastle,D,H,P Bankes,2023/2024,75.0,75.0,3,3,52.63,1.5,73.68,2.0,1.5,2.75,1.84,2.08,1.63,0,1
2023-10-28,E0,17:30,Wolves,Newcastle,D,A,A Taylor,2023/2024,80.0,80.0,6,5,63.16,1.6,73.68,1.4,2.2,2.6,1.91,2.02,1.37,0,1
2023-11-11,E0,17:30,Bournemouth,Newcastle,H,D,C Kavanagh,2023/2024,60.0,80.0,10,5,63.16,1.8,73.68,1.0,1.4,2.6,1.9,2.07,1.42,0,0
2023-12-07,E0,19:30,Everton,Newcastle,H,D,T Robinson,2023/2024,80.0,80.0,6,3,36.84,1.8,73.68,1.6,1.2,2.4,2.04,1.86,1.16,0,1
2023-12-10,E0,16:30,Tottenham,Newcastle,H,H,C Kavanagh,2023/2024,80.0,80.0,12,3,84.21,2.6,73.68,1.8,1.8,1.0,1.55,2.5,2.0,0,1
2023-12-23,E0,15:00,Luton,Newcastle,H,H,D England,2023/2024,60.0,60.0,5,2,68.42,2.4,73.68,1.6,1.6,0.6,1.91,2.03,1.47,0,0
2024-01-01,E0,20:00,Liverpool,Newcastle,H,D,A Taylor,2023/2024,60.0,60.0,15,3,68.42,2.8,73.68,2.4,1.2,0.6,1.41,3.1,2.58,0,1
2024-01-30,E0,20:15,Aston Villa,Newcastle,A,A,J Brooks,2023/2024,40.0,80.0,6,5,78.95,2.6,73.68,1.4,1.2,1.2,1.61,2.35,2.53,0,1
2024-02-10,E0,17:30,Nott'm Forest,Newcastle,A,D,A Taylor,2023/2024,80.0,80.0,3,5,52.63,2.4,73.68,1.4,2.2,1.8,1.69,2.25,1.42,0,1
2024-02-24,E0,20:00,Arsenal,Newcastle,H,H,P Tierney,2023/2024,60.0,80.0,8,2,73.68,2.4,73.68,2.8,0.8,1.8,1.5,2.7,2.53,0,1
2024-03-11,E0,20:00,Chelsea,Newcastle,H,D,J Brooks,2023/2024,60.0,100.0,8,3,63.16,2.8,73.68,2.0,1.4,2.2,1.46,2.7,2.32,0,1
2024-04-06,E0,15:00,Fulham,Newcastle,A,D,S Allison,2023/2024,80.0,80.0,4,5,63.16,2.0,73.68,2.0,0.8,2.0,1.64,2.3,1.63,0,0
2024-04-24,E0,20:00,Crystal Palace,Newcastle,H,D,T Bramall,2023/2024,60.0,60.0,7,2,63.16,2.2,73.68,2.6,1.4,1.4,1.7,2.2,1.95,0,0
2024-05-04,E0,15:00,Burnley,Newcastle,A,A,A Taylor,2023/2024,40.0,60.0,5,11,57.89,2.0,73.68,1.0,1.8,1.6,1.45,2.75,1.0,0,1
2024-05-15,E0,20:00,Man United,Newcastle,H,H,R Jones,2023/2024,60.0,60.0,8,8,68.42,1.8,73.68,2.0,1.6,1.8,1.4,3.2,1.63,0,1
2024-05-19,E0,16:00,Brentford,Newcastle,A,A,S Hooper,2023/2024,20.0,60.0,5,7,68.42,1.6,73.68,1.0,1.0,2.2,1.4,3.2,1.53,0,1
2022-08-06,E0,15:00,Newcastle,Nott'm Forest,H,D,S Hooper,2022/2023,0.0,0.0,10,0,36.84,2.0,52.63,2.0,0.0,0.0,2.06,1.96,1.89,0,0
2022-08-20,E0,15:00,Everton,Nott'm Forest,D,D,A Marriner,2022/2023,0.0,0.0,8,5,42.11,1.5,52.63,0.5,1.0,0.5,2.2,1.72,0.84,0,0
2022-08-31,E0,19:30,Man City,Nott'm Forest,H,H,P Tierney,2022/2023,100.0,33.33,9,1,84.21,3.0,52.63,4.67,0.67,0.33,1.27,4.0,3.16,0,1
2022-10-03,E0,20:00,Leicester,Nott'm Forest,H,H,R Jones,2022/2023,75.0,50.0,7,3,63.16,3.25,52.63,1.75,1.25,0.25,1.76,2.2,1.21,0,1
2022-10-15,E0,15:00,Wolves,Nott'm Forest,H,D,T Bramall,2022/2023,20.0,40.0,2,2,26.32,2.8,52.63,0.6,0.8,0.2,2.13,1.91,1.0,0,0
2022-10-18,E0,19:30,Brighton,Nott'm Forest,D,D,D England,2022/2023,20.0,40.0,7,0,52.63,2.4,52.63,1.2,0.6,0.2,1.78,2.1,1.95,0,0
2022-10-30,E0,14:00,Arsenal,Nott'm Forest,H,H,S Hooper,2022/2023,100.0,60.0,10,2,89.47,3.2,52.63,3.0,1.0,0.0,1.58,2.5,2.79,0,1
2022-12-27,E0,20:00,Man United,Nott'm Forest,H,H,A Taylor,2022/2023,40.0,60.0,8,3,57.89,2.6,52.63,1.8,0.2,0.0,1.57,2.63,1.89,0,1
2023-01-04,E0,19:30,Southampton,Nott'm Forest,A,A,T Bramall,2022/2023,40.0,40.0,0,1,47.37,1.8,52.63,0.8,2.0,0.2,2.21,1.73,1.0,0,0
2023-01-21,E0,15:00,Bournemouth,Nott'm Forest,D,H,A Madley,2022/2023,40.0,40.0,4,5,47.37,1.8,52.63,1.2,1.4,0.4,2.38,1.67,1.05,0,0
2023-02-11,E0,15:00,Fulham,Nott'm Forest,H,H,A Madley,2022/2023,60.0,40.0,3,1,73.68,2.2,52.63,1.4,1.0,0.4,2.13,1.82,1.63,0,0
2023-02-25,E0,15:00,West Ham,Nott'm Forest,H,D,J Gillett,2022/2023,20.0,40.0,5,3,36.84,2.0,52.63,1.4,1.0,0.4,2.19,1.73,1.37,0,1
2023-03-11,E0,15:00,Tottenham,Nott'm Forest,H,H,C Pawson,2022/2023,20.0,40.0,7,5,57.89,2.0,52.63,1.6,0.6,0.6,1.96,1.98,1.95,0,1
2023-04-04,E0,19:45,Leeds,Nott'm Forest,H,H,R Jones,2022/2023,40.0,60.0,6,1,63.16,2.4,52.63,1.0,1.0,0.6,1.99,1.96,1.37,0,1
2023-04-08,E0,15:00,Aston Villa,Nott'm Forest,H,D,A Taylor,2022/2023,60.0,60.0,3,2,57.89,2.6,52.63,2.0,1.6,0.4,1.99,1.99,1.74,0,0
2023-04-22,E0,15:00,Liverpool,Nott'm Forest,H,D,M Oliver,2022/2023,60.0,80.0,6,5,52.63,2.8,52.63,3.2,0.8,0.8,1.47,3.0,2.42,0,1
2023-04-29,E0,15:00,Brentford,Nott'm Forest,H,A,P Bankes,2022/2023,60.0,80.0,8,3,47.37,2.4,52.63,1.6,1.4,1.0,2.08,1.86,1.84,0,1
2023-05-13,E0,15:00,Chelsea,Nott'm Forest,D,A,P Tierney,2022/2023,40.0,80.0,6,2,36.84,2.2,52.63,0.6,1.6,1.2,1.87,2.0,1.05,0,1
2023-05-28,E0,16:30,Crystal Palace,Nott'm Forest,D,A,T Bramall,2022/2023,40.0,60.0,4,4,42.11,2.0,52.63,1.8,1.0,1.2,1.9,2.06,1.11,0,0
2023-08-12,E0,12:30,Arsenal,Nott'm Forest,H,H,M Oliver,2023/2024,100.0,100.0,7,2,73.68,2.0,57.89,2.0,1.0,1.0,1.52,2.63,2.53,0,1
2023-08-26,E0,15:00,Man United,Nott'm Forest,H,A,S Attwell,2023/2024,50.0,100.0,9,4,68.42,2.5,57.89,2.0,1.0,1.5,1.68,2.38,1.63,0,1
2023-09-02,E0,15:00,Chelsea,Nott'm Forest,A,D,T Robinson,2023/2024,33.33,66.67,2,3,63.16,1.67,57.89,1.33,0.67,1.33,1.8,2.1,2.32,0,0
2023-09-23,E0,15:00,Man City,Nott'm Forest,H,H,A Taylor,2023/2024,33.33,50.0,4,3,57.89,1.75,57.89,2.67,0.33,1.0,1.55,2.63,2.68,1,0
2023-10-07,E0,17:30,Crystal Palace,Nott'm Forest,D,D,C Pawson,2023/2024,25.0,40.0,2,5,63.16,1.4,57.89,0.75,0.75,0.8,2.51,1.57,1.95,0,0
2023-10-29,E0,14:00,Liverpool,Nott'm Forest,H,H,C Kavanagh,2023/2024,80.0,40.0,8,1,68.42,1.6,57.89,2.8,0.4,0.6,1.5,2.7,2.58,0,1
2023-11-12,E0,14:00,West Ham,Nott'm Forest,H,D,M Salisbury,2023/2024,60.0,40.0,6,5,52.63,1.6,57.89,1.6,1.6,0.6,1.99,1.95,1.63,0,1
2023-12-06,E0,19:30,Fulham,Nott'm Forest,H,H,J Smith,2023/2024,60.0,60.0,6,1,63.16,2.6,57.89,2.2,1.2,0.4,2.23,1.7,1.63,0,1
2023-12-09,E0,15:00,Wolves,Nott'm Forest,D,D,S Barrott,2023/2024,40.0,60.0,4,2,63.16,2.4,57.89,1.4,1.0,0.6,2.53,1.53,1.37,0,0
2023-12-26,E0,12:30,Newcastle,Nott'm Forest,A,D,C Kavanagh,2023/2024,60.0,80.0,7,6,68.42,2.6,57.89,2.0,0.8,1.2,1.78,2.25,2.58,0,1
2024-01-20,E0,17:30,Brentford,Nott'm Forest,H,D,D England,2023/2024,80.0,80.0,5,3,68.42,2.6,57.89,1.6,2.0,1.6,1.98,1.95,1.53,0,1
2024-02-04,E0,14:00,Bournemouth,Nott'm Forest,D,D,R Welch,2023/2024,60.0,60.0,2,6,63.16,2.2,57.89,1.6,1.4,1.4,1.67,2.35,1.42,1,0
2024-02-24,E0,15:00,Aston Villa,Nott'm Forest,H,H,S Barrott,2023/2024,80.0,60.0,6,3,78.95,2.0,57.89,2.0,2.0,1.8,1.56,2.5,2.53,0,1
2024-03-10,E0,14:00,Brighton,Nott'm Forest,H,H,M Salisbury,2023/2024,40.0,60.0,3,4,57.89,2.0,57.89,2.0,0.8,1.6,1.61,2.35,1.58,0,0
2024-03-16,E0,15:00,Luton,Nott'm Forest,D,A,D England,2023/2024,80.0,40.0,4,6,68.42,2.0,57.89,1.8,1.8,1.2,1.78,2.1,1.47,0,0
2024-04-07,E0,18:00,Tottenham,Nott'm Forest,H,D,S Hooper,2023/2024,100.0,40.0,7,6,84.21,2.0,57.89,2.2,1.2,1.0,1.43,3.0,2.0,0,1
2024-04-21,E0,13:30,Everton,Nott'm Forest,H,H,A Taylor,2023/2024,40.0,40.0,4,3,36.84,2.2,57.89,1.4,1.2,0.8,2.18,1.73,1.16,0,0
2024-05-04,E0,15:00,Sheffield United,Nott'm Forest,A,D,C Kavanagh,2023/2024,100.0,40.0,5,4,84.21,1.6,57.89,1.4,3.6,1.0,1.61,2.38,1.0,1,1
2024-05-19,E0,16:00,Burnley,Nott'm Forest,A,A,G Scott,2023/2024,60.0,60.0,3,6,57.89,1.6,57.89,1.2,1.8,1.4,1.6,2.5,1.0,0,1
2023-08-18,E0,19:45,Nott'm Forest,Sheffield United,H,H,P Bankes,2023/2024,100.0,100.0,4,3,52.63,2.0,57.89,2.0,1.0,1.0,2.31,1.67,1.42,0,1
2023-09-16,E0,15:00,Tottenham,Sheffield United,H,D,P Bankes,2023/2024,50.0,100.0,10,5,84.21,2.0,57.89,2.0,0.5,1.0,1.45,3.0,2.0,0,1
2023-09-30,E0,15:00,West Ham,Sheffield United,H,H,G Scott,2023/2024,66.67,66.67,9,2,52.63,2.0,57.89,2.0,1.33,0.67,1.82,2.1,1.63,0,0
2023-10-07,E0,15:00,Fulham,Sheffield United,H,D,S Barrott,2023/2024,50.0,75.0,6,2,63.16,2.25,57.89,1.0,1.5,0.75,1.87,2.08,1.63,0,1
2023-10-28,E0,15:00,Arsenal,Sheffield United,H,H,T Robinson,2023/2024,80.0,80.0,8,0,73.68,2.8,57.89,2.6,1.0,0.6,1.4,3.1,2.53,0,1
2023-11-12,E0,14:00,Brighton,Sheffield United,D,H,J Brooks,2023/2024,60.0,60.0,6,1,57.89,2.6,57.89,2.0,1.2,0.6,1.56,2.5,1.58,1,0
2023-12-02,E0,15:00,Burnley,Sheffield United,H,H,C Kavanagh,2023/2024,60.0,60.0,7,3,57.89,3.2,57.89,1.4,1.8,0.4,2.16,1.73,1.0,0,1
2023-12-16,E0,15:00,Chelsea,Sheffield United,H,D,A Madley,2023/2024,60.0,60.0,6,1,63.16,3.2,57.89,2.2,2.0,0.4,1.43,2.88,2.32,0,0
2023-12-22,E0,20:00,Aston Villa,Sheffield United,D,D,A Taylor,2023/2024,40.0,40.0,4,2,78.95,2.8,57.89,1.8,0.6,0.4,1.45,2.88,2.53,0,0
2023-12-30,E0,15:00,Man City,Sheffield United,H,H,D Coote,2023/2024,60.0,20.0,4,2,57.89,2.2,57.89,2.8,1.4,0.4,1.36,3.5,2.68,0,0
2024-01-30,E0,20:00,Crystal Palace,Sheffield United,H,D,T Harrington,2023/2024,60.0,40.0,4,5,63.16,2.6,57.89,1.6,1.6,0.6,2.11,1.83,1.95,0,1
2024-02-10,E0,15:00,Luton,Sheffield United,A,A,C Kavanagh,2023/2024,80.0,40.0,5,3,68.42,1.8,57.89,1.8,1.6,1.2,1.85,2.0,1.47,0,1
2024-02-25,E0,13:30,Wolves,Sheffield United,H,H,D Bond,2023/2024,60.0,40.0,2,4,63.16,1.6,57.89,1.8,1.4,1.2,1.81,2.08,1.37,0,0
2024-03-09,E0,15:00,Bournemouth,Sheffield United,D,A,A Taylor,2023/2024,60.0,60.0,12,9,63.16,1.8,57.89,1.2,1.6,1.4,1.5,2.88,1.42,0,1
2024-04-04,E0,19:30,Liverpool,Sheffield United,H,H,S Attwell,2023/2024,80.0,80.0,9,3,68.42,2.0,57.89,2.6,1.0,1.6,1.19,5.0,2.58,0,1
2024-04-13,E0,15:00,Brentford,Sheffield United,H,D,S Barrott,2023/2024,40.0,60.0,5,2,68.42,1.8,57.89,1.2,1.4,1.2,1.53,2.63,1.53,0,0
2024-04-24,E0,20:00,Man United,Sheffield United,H,D,M Salisbury,2023/2024,80.0,60.0,13,4,68.42,2.4,57.89,2.4,1.2,1.0,1.37,3.4,1.63,0,1
2024-04-27,E0,15:00,Newcastle,Sheffield United,H,D,T Harrington,2023/2024,80.0,80.0,7,5,68.42,3.2,57.89,3.4,1.0,1.2,1.33,3.75,2.58,0,1
2024-05-11,E0,15:00,Everton,Sheffield United,H,H,S Attwell,2023/2024,0.0,60.0,6,1,36.84,3.0,57.89,1.4,0.0,0.8,1.55,2.5,1.16,0,0
2022-08-06,E0,15:00,Tottenham,Southampton,H,H,A Marriner,2022/2023,100.0,100.0,8,2,57.89,4.0,57.89,4.0,1.0,1.0,1.67,2.3,1.95,0,1
2022-08-20,E0,15:00,Leicester,Southampton,A,D,M Salisbury,2022/2023,100.0,100.0,1,3,63.16,2.5,57.89,1.5,2.0,1.5,1.7,2.37,1.21,0,1
2022-09-03,E0,15:00,Wolves,Southampton,H,H,J Brooks,2022/2023,0.0,66.67,2,1,26.32,2.0,57.89,0.67,0.33,1.0,2.08,1.86,1.0,0,0
2022-09-16,E0,20:00,Aston Villa,Southampton,H,H,T Harrington,2022/2023,25.0,50.0,3,1,57.89,1.75,57.89,1.0,0.75,0.75,1.93,1.98,1.74,0,0
2022-10-08,E0,15:00,Man City,Southampton,H,H,A Madley,2022/2023,100.0,60.0,8,0,84.21,2.2,57.89,4.8,1.0,0.6,1.29,4.0,3.16,0,1
