Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,AHCh,Last5HomeOver2.5Perc,HST,AwayOver2.5Perc,AST,HomeOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgC>2.5,AvgLast5HomeGoalsConceded,PC<2.5,AR,AvgHomeGoalsScored,Over2.5
2024-01-14,SP1,13:00,Almeria,Girona,D,D,2023/2024,60.0,0.5,40.0,3,57.89,1,68.42,0.4,1.2,2.2,1.62,1.0,2.37,1,1.16,0
2024-01-28,SP1,13:00,Celta,Girona,A,A,2023/2024,40.0,0.0,20.0,5,57.89,6,42.11,0.8,0.8,1.6,1.7,0.8,2.23,0,1.11,0
2024-02-10,SP1,17:30,Real Madrid,Girona,H,H,2023/2024,40.0,-1.25,60.0,6,57.89,0,57.89,2.6,1.4,1.2,1.34,0.8,3.48,0,2.53,1
2024-02-19,SP1,20:00,Ath Bilbao,Girona,H,H,2023/2024,40.0,-0.5,60.0,7,57.89,6,57.89,2.4,1.6,0.8,1.86,0.6,1.97,0,2.21,1
2024-03-03,SP1,17:30,Mallorca,Girona,H,H,2023/2024,40.0,0.25,40.0,2,57.89,4,26.32,1.0,1.6,0.6,2.14,1.0,1.73,0,0.89,0
2024-03-16,SP1,17:30,Getafe,Girona,H,H,2023/2024,40.0,0.25,40.0,3,57.89,3,31.58,1.8,1.8,0.6,2.02,1.4,1.87,0,1.05,0
2024-04-13,SP1,13:00,Ath Madrid,Girona,H,H,2023/2024,60.0,-0.5,100.0,4,57.89,5,78.95,2.4,2.4,0.6,1.66,1.2,2.29,0,2.21,1
2024-04-27,SP1,13:00,Las Palmas,Girona,A,A,2023/2024,40.0,0.75,0.0,5,57.89,3,31.58,0.2,1.6,1.0,1.69,1.6,2.21,0,1.05,0
2024-05-10,SP1,20:00,Alaves,Girona,D,A,2023/2024,40.0,0.25,40.0,8,57.89,5,26.32,1.6,1.4,1.0,1.74,0.6,2.17,0,1.21,1
2024-05-19,SP1,18:00,Valencia,Girona,A,A,2023/2024,60.0,0.5,40.0,6,57.89,5,36.84,0.4,1.4,1.6,1.72,1.2,2.17,0,1.05,1
2024-08-15,SP1,20:30,Betis,Girona,D,H,2024/2025,0.0,-0.25,0.0,4,20.0,2,40.0,1.0,1.0,1.0,1.94,1.0,1.96,0,1.4,0
2024-08-25,SP1,20:30,Ath Madrid,Girona,H,H,2024/2025,50.0,-1.25,100.0,6,20.0,5,50.0,3.0,2.0,0.5,1.58,0.0,2.37,0,1.75,1
2024-09-01,SP1,18:00,Sevilla,Girona,A,A,2024/2025,33.33,0.25,50.0,5,20.0,4,50.0,0.5,1.33,1.0,1.72,2.0,2.17,0,1.0,0
2024-09-21,SP1,17:30,Valencia,Girona,H,D,2024/2025,25.0,0.0,33.33,2,20.0,3,25.0,1.33,1.5,0.75,2.24,1.0,1.67,0,1.0,0
2024-09-29,SP1,13:00,Celta,Girona,D,A,2024/2025,20.0,0.0,60.0,2,20.0,4,60.0,1.8,1.4,0.8,1.79,1.0,2.04,0,1.8,0
2023-08-14,SP1,20:30,Ath Madrid,Granada,H,H,2023/2024,100.0,-1.5,100.0,6,47.37,4,78.95,3.0,3.0,1.0,1.64,1.0,2.35,0,2.21,1
2023-09-02,SP1,13:00,Sociedad,Granada,H,H,2023/2024,100.0,-1.25,33.33,6,47.37,5,31.58,2.33,4.0,2.0,1.9,1.67,1.94,0,1.37,1
2023-09-24,SP1,17:30,Las Palmas,Granada,H,D,2023/2024,66.67,-0.5,0.0,3,47.37,1,31.58,0.67,3.0,1.33,1.9,0.33,1.97,0,1.05,0
2023-10-01,SP1,13:00,Almeria,Granada,D,H,2023/2024,75.0,-0.5,80.0,5,47.37,4,68.42,1.6,3.0,1.75,1.71,2.6,2.17,0,1.16,1
2023-10-20,SP1,20:00,Osasuna,Granada,H,H,2023/2024,60.0,-0.75,20.0,6,47.37,3,26.32,0.6,2.8,1.4,1.92,1.2,1.82,1,1.0,0
2023-11-05,SP1,15:15,Valencia,Granada,H,H,2023/2024,40.0,-1.0,40.0,2,47.37,1,36.84,1.4,2.4,1.2,1.81,0.6,2.06,0,1.05,0
2023-11-24,SP1,20:00,Alaves,Granada,H,H,2023/2024,40.0,-0.75,20.0,5,47.37,4,26.32,1.0,2.0,0.8,2.23,1.2,1.66,0,1.21,1
2023-12-02,SP1,17:30,Real Madrid,Granada,H,H,2023/2024,40.0,-2.25,40.0,4,47.37,0,57.89,2.6,2.2,0.8,1.35,0.2,3.32,0,2.53,0
2023-12-16,SP1,13:00,Celta,Granada,H,H,2023/2024,20.0,-0.75,40.0,4,47.37,2,42.11,1.0,1.8,0.2,1.95,1.4,1.89,0,1.11,0
2024-01-13,SP1,20:00,Betis,Granada,H,D,2023/2024,20.0,-0.75,0.0,6,47.37,2,36.84,1.2,1.6,0.2,1.93,0.4,1.94,0,1.42,0
2024-01-29,SP1,20:00,Getafe,Granada,H,H,2023/2024,20.0,-0.5,20.0,4,47.37,3,31.58,1.2,1.8,0.2,2.31,0.6,1.62,0,1.05,0
2024-02-11,SP1,20:00,Barcelona,Granada,D,D,2023/2024,20.0,-2.0,80.0,6,47.37,5,57.89,2.4,1.8,0.6,1.38,2.8,3.08,0,2.26,1
2024-03-03,SP1,13:00,Villarreal,Granada,H,H,2023/2024,40.0,-0.75,40.0,10,47.37,3,73.68,2.0,2.4,0.8,1.67,1.0,2.27,0,1.89,1
2024-03-16,SP1,13:00,Mallorca,Granada,H,D,2023/2024,40.0,-0.5,40.0,8,47.37,3,26.32,1.0,2.4,0.8,2.53,0.8,1.55,0,0.89,0
2024-03-29,SP1,20:00,Cadiz,Granada,H,D,2023/2024,40.0,-0.5,20.0,5,47.37,2,26.32,1.0,2.4,0.8,2.64,0.8,1.52,0,0.84,0
2024-04-19,SP1,20:00,Ath Bilbao,Granada,D,D,2023/2024,40.0,-1.5,20.0,6,47.37,0,57.89,1.4,2.2,1.0,1.7,0.8,2.27,0,2.21,0
2024-05-05,SP1,20:00,Sevilla,Granada,H,H,2023/2024,40.0,-0.75,80.0,5,47.37,3,57.89,2.0,2.2,0.4,1.89,1.0,1.95,0,1.42,1
2024-05-15,SP1,18:30,Vallecano,Granada,H,H,2023/2024,40.0,-1.0,40.0,9,47.37,1,36.84,1.2,1.6,0.4,1.99,0.6,1.87,0,0.95,1
2024-05-24,SP1,20:00,Girona,Granada,H,H,2023/2024,60.0,-2.0,80.0,9,47.37,2,68.42,3.6,2.8,0.4,1.29,1.2,3.3,1,2.79,1
2023-08-18,SP1,20:30,Valencia,Las Palmas,H,D,2023/2024,0.0,-1.0,0.0,4,26.32,1,36.84,1.0,1.0,0.0,2.15,0.0,1.75,0,1.05,0
2023-09-03,SP1,13:00,Girona,Las Palmas,H,D,2023/2024,0.0,-0.75,50.0,6,26.32,5,68.42,2.0,1.0,0.0,1.92,0.0,1.95,0,2.79,0
2023-09-17,SP1,17:30,Sevilla,Las Palmas,H,D,2023/2024,0.0,-1.0,66.67,9,26.32,2,57.89,1.0,1.0,0.0,1.87,1.33,2.01,0,1.42,0
2023-09-27,SP1,18:00,Real Madrid,Las Palmas,H,H,2023/2024,0.0,-2.0,66.67,9,26.32,2,57.89,2.0,1.25,0.0,1.45,0.67,2.75,0,2.53,0
2023-10-08,SP1,13:00,Villarreal,Las Palmas,A,A,2023/2024,20.0,-1.0,100.0,4,26.32,5,73.68,1.6,1.2,0.4,1.78,2.2,2.09,0,1.89,1
2023-10-28,SP1,13:00,Almeria,Las Palmas,A,A,2023/2024,40.0,-0.25,100.0,4,26.32,3,68.42,1.8,1.2,0.8,2.14,2.6,1.74,0,1.16,1
2023-11-11,SP1,17:30,Osasuna,Las Palmas,D,D,2023/2024,40.0,-0.5,20.0,3,26.32,1,26.32,1.0,1.2,1.0,2.39,1.4,1.62,0,1.0,0
2023-11-26,SP1,20:00,Betis,Las Palmas,H,H,2023/2024,40.0,-0.75,40.0,6,26.32,4,36.84,1.8,1.2,1.0,2.13,0.4,1.74,0,1.42,0
2023-12-09,SP1,13:00,Alaves,Las Palmas,A,A,2023/2024,40.0,-0.5,20.0,5,26.32,2,26.32,1.0,0.8,1.2,2.53,1.0,1.54,0,1.21,0
2023-12-20,SP1,20:30,Ath Bilbao,Las Palmas,H,D,2023/2024,20.0,-1.25,60.0,10,26.32,1,57.89,2.6,0.8,0.8,1.72,1.0,2.19,0,2.21,0
2024-01-20,SP1,13:00,Vallecano,Las Palmas,A,A,2023/2024,0.0,-0.75,20.0,3,26.32,5,36.84,0.4,0.6,0.8,2.14,1.2,1.76,0,0.95,0
2024-02-03,SP1,15:15,Granada,Las Palmas,D,H,2023/2024,0.0,-0.25,20.0,1,26.32,6,47.37,0.8,0.6,0.8,2.16,1.2,1.74,1,1.26,0
2024-02-17,SP1,13:00,Ath Madrid,Las Palmas,H,H,2023/2024,20.0,-1.0,60.0,7,26.32,2,78.95,2.6,1.4,0.8,1.94,0.8,1.88,0,2.21,1
2024-03-02,SP1,17:30,Getafe,Las Palmas,D,H,2023/2024,40.0,-0.5,40.0,5,26.32,5,31.58,1.6,2.0,1.2,2.36,1.8,1.63,0,1.05,1
2024-03-30,SP1,20:00,Barcelona,Las Palmas,H,D,2023/2024,40.0,-1.75,40.0,2,26.32,0,57.89,2.0,2.0,1.2,1.43,0.6,2.92,1,2.26,0
2024-04-20,SP1,13:00,Celta,Las Palmas,H,H,2023/2024,60.0,-0.75,40.0,13,26.32,4,42.11,1.2,2.8,1.0,1.92,0.8,1.95,0,1.11,1
2024-05-04,SP1,13:00,Sociedad,Las Palmas,H,H,2023/2024,60.0,-1.5,40.0,4,26.32,1,31.58,1.4,3.0,0.8,1.89,1.2,1.93,0,1.37,0
2024-05-11,SP1,13:00,Mallorca,Las Palmas,H,H,2023/2024,40.0,-0.75,0.0,2,26.32,1,26.32,0.6,2.2,0.8,2.49,0.4,1.56,0,0.89,0
2024-05-19,SP1,18:00,Cadiz,Las Palmas,D,D,2023/2024,20.0,-0.5,0.0,3,26.32,1,26.32,0.6,1.6,0.2,2.33,0.4,1.63,0,0.84,0
2024-08-25,SP1,18:00,Leganes,Las Palmas,H,D,2024/2025,100.0,-0.25,100.0,5,75.0,5,33.33,2.0,2.0,1.0,2.67,1.0,1.5,0,0.67,1
2024-09-01,SP1,16:00,Alaves,Las Palmas,H,H,2024/2025,50.0,-0.75,0.0,5,75.0,7,33.33,1.0,2.0,0.5,2.28,0.0,1.66,0,1.33,0
2024-09-21,SP1,15:15,Osasuna,Las Palmas,H,D,2024/2025,66.67,-0.5,50.0,2,75.0,4,60.0,1.75,2.0,0.67,2.06,1.0,1.84,0,2.2,1
2024-09-30,SP1,20:00,Villarreal,Las Palmas,H,H,2024/2025,75.0,-1.0,100.0,7,75.0,3,100.0,2.5,2.25,0.75,1.49,2.75,2.68,0,2.5,1
2024-08-17,SP1,18:00,Osasuna,Leganes,D,A,2024/2025,0.0,-0.5,0.0,5,0.0,4,60.0,1.0,1.0,1.0,2.69,1.0,1.47,0,2.2,0
2024-08-28,SP1,18:00,Valladolid,Leganes,D,D,2024/2025,0.0,-0.25,0.0,2,0.0,1,25.0,0.5,0.5,0.5,2.72,0.0,1.48,0,0.5,0
2024-09-13,SP1,20:00,Betis,Leganes,H,D,2024/2025,0.0,-0.75,0.0,5,0.0,0,40.0,1.5,1.0,0.33,2.44,0.5,1.57,0,1.4,0
2024-09-22,SP1,13:00,Getafe,Leganes,D,D,2024/2025,0.0,-0.5,0.0,3,0.0,3,0.0,0.33,1.0,0.5,3.73,0.33,1.27,0,0.75,0
2024-09-28,SP1,15:15,Vallecano,Leganes,D,H,2024/2025,0.0,-0.5,50.0,6,0.0,3,50.0,1.5,1.0,0.6,2.89,1.25,1.44,0,1.5,0
2022-08-15,SP1,16:30,Ath Bilbao,Mallorca,D,D,2022/2023,0.0,-1.0,0.0,6,42.11,2,31.58,0.0,0.0,0.0,2.16,0.0,1.72,0,1.16,0
2022-08-27,SP1,18:30,Vallecano,Mallorca,A,A,2022/2023,0.0,-0.5,0.0,0,42.11,4,63.16,0.0,0.0,1.0,2.31,2.0,1.67,0,1.47,0
2022-09-11,SP1,13:00,Real Madrid,Mallorca,H,D,2022/2023,33.33,-1.5,100.0,7,42.11,2,57.89,3.0,1.33,1.0,1.64,1.0,2.29,0,2.32,1
2022-10-10,SP1,20:00,Elche,Mallorca,D,H,2022/2023,25.0,0.0,25.0,2,42.11,4,36.84,0.75,1.25,1.0,2.52,1.75,1.55,1,0.95,0
2022-10-19,SP1,19:00,Sociedad,Mallorca,H,H,2022/2023,20.0,-1.0,40.0,7,42.11,3,31.58,1.2,1.2,0.8,2.42,1.2,1.58,0,1.37,0
2022-10-22,SP1,17:30,Valencia,Mallorca,A,D,2022/2023,40.0,-0.75,80.0,3,42.11,5,47.37,2.2,1.4,1.2,2.22,1.2,1.67,0,1.42,1
2022-11-06,SP1,17:30,Villarreal,Mallorca,A,A,2022/2023,40.0,-0.75,40.0,2,42.11,5,52.63,1.8,1.4,1.2,2.26,0.8,1.68,0,1.89,0
2022-12-30,SP1,16:00,Getafe,Mallorca,H,D,2022/2023,20.0,0.0,40.0,6,42.11,0,42.11,1.2,1.0,1.0,3.53,1.2,1.31,0,1.11,0
2023-01-14,SP1,17:30,Osasuna,Mallorca,H,D,2022/2023,20.0,-0.25,40.0,4,42.11,2,47.37,1.2,1.0,0.8,2.9,0.8,1.41,0,1.26,0
2023-01-28,SP1,13:00,Cadiz,Mallorca,H,H,2022/2023,20.0,0.0,20.0,4,42.11,2,31.58,1.4,1.2,0.8,3.35,0.8,1.35,0,1.0,0
2023-02-11,SP1,17:30,Sevilla,Mallorca,H,H,2022/2023,0.0,-0.5,60.0,6,42.11,0,52.63,1.8,1.4,0.4,2.83,0.6,1.4,0,1.26,0
2023-02-25,SP1,13:00,Espanol,Mallorca,H,D,2022/2023,20.0,-0.25,60.0,3,42.11,4,63.16,1.6,1.8,0.2,3.1,1.4,1.38,0,1.42,1
2023-03-19,SP1,13:00,Betis,Mallorca,H,D,2022/2023,20.0,-0.5,60.0,3,42.11,1,47.37,1.4,1.6,0.2,2.62,1.4,1.51,0,1.37,0
2023-04-09,SP1,13:00,Valladolid,Mallorca,D,H,2022/2023,40.0,-0.25,60.0,6,42.11,6,47.37,1.4,2.0,0.8,2.76,1.4,1.46,0,1.11,1
2023-04-17,SP1,20:00,Celta,Mallorca,A,A,2022/2023,40.0,-0.75,60.0,3,42.11,2,52.63,1.6,1.6,1.0,2.67,0.8,1.49,0,1.37,0
2023-04-26,SP1,18:30,Ath Madrid,Mallorca,H,D,2022/2023,60.0,-1.25,80.0,9,42.11,2,57.89,3.0,1.8,1.2,2.13,0.6,1.76,0,2.16,1
2023-05-04,SP1,18:30,Girona,Mallorca,H,H,2022/2023,60.0,-0.5,60.0,7,42.11,2,63.16,2.0,1.8,1.2,2.45,1.0,1.58,0,1.84,1
2023-05-20,SP1,17:30,Almeria,Mallorca,H,H,2022/2023,80.0,-0.25,80.0,3,42.11,3,57.89,1.8,2.2,1.2,2.12,1.0,1.75,0,1.53,1
2023-05-28,SP1,18:00,Barcelona,Mallorca,H,H,2022/2023,80.0,-1.75,60.0,9,42.11,1,47.37,2.0,2.2,0.6,1.57,0.4,2.4,1,1.95,1
2023-08-12,SP1,18:30,Las Palmas,Mallorca,D,H,2023/2024,0.0,-0.25,0.0,2,31.58,2,31.58,1.0,1.0,1.0,2.99,1.0,1.41,0,1.05,0
2023-08-26,SP1,18:30,Granada,Mallorca,H,D,2023/2024,50.0,0.0,50.0,4,31.58,5,47.37,1.5,2.0,1.5,2.74,2.0,1.47,0,1.26,1
2023-09-16,SP1,17:30,Celta,Mallorca,A,D,2023/2024,33.33,-0.5,0.0,4,31.58,4,42.11,0.0,1.33,1.33,2.63,1.33,1.51,0,1.11,0
2023-09-23,SP1,13:00,Girona,Mallorca,H,H,2023/2024,50.0,-0.5,66.67,10,31.58,5,68.42,3.0,2.25,1.75,2.41,1.0,1.58,0,2.79,1
2023-09-30,SP1,15:15,Vallecano,Mallorca,D,D,2023/2024,60.0,-0.5,50.0,5,31.58,4,36.84,1.25,2.2,1.8,2.51,2.5,1.54,0,0.95,1
2023-10-21,SP1,13:00,Sociedad,Mallorca,H,D,2023/2024,60.0,-0.75,60.0,6,31.58,7,31.58,2.8,2.2,1.6,2.55,1.4,1.53,0,1.37,0
2023-11-04,SP1,15:15,Betis,Mallorca,H,H,2023/2024,40.0,-0.5,40.0,3,31.58,1,36.84,1.8,2.0,1.2,2.32,0.4,1.66,1,1.42,0
2023-11-25,SP1,20:00,Ath Madrid,Mallorca,H,D,2023/2024,40.0,-1.5,80.0,3,31.58,1,78.95,2.2,2.2,1.0,1.85,1.0,2.01,0,2.21,0
2023-12-17,SP1,13:00,Almeria,Mallorca,D,D,2023/2024,20.0,-0.25,60.0,1,31.58,2,68.42,1.0,1.2,0.4,2.37,1.6,1.58,0,1.16,0
2024-01-03,SP1,18:15,Real Madrid,Mallorca,H,D,2023/2024,0.0,-1.75,40.0,5,31.58,0,57.89,2.4,1.0,0.0,1.63,0.4,2.39,0,2.53,0
2024-01-20,SP1,15:15,Villarreal,Mallorca,D,H,2023/2024,0.0,-0.25,80.0,5,31.58,2,73.68,1.8,1.0,0.2,2.12,2.0,1.77,0,1.89,0
2024-02-02,SP1,20:00,Ath Bilbao,Mallorca,H,H,2023/2024,20.0,-1.0,60.0,6,31.58,2,57.89,2.6,1.4,0.2,2.39,0.2,1.56,0,2.21,1
2024-02-24,SP1,17:30,Alaves,Mallorca,D,D,2023/2024,20.0,-0.5,20.0,1,31.58,8,26.32,0.8,1.4,0.4,3.01,1.2,1.38,0,1.21,0
2024-03-08,SP1,20:00,Barcelona,Mallorca,H,D,2023/2024,20.0,-1.25,60.0,6,31.58,3,57.89,2.4,1.6,0.4,1.84,1.6,2.02,0,2.26,0
2024-03-30,SP1,17:30,Valencia,Mallorca,D,D,2023/2024,20.0,-0.25,40.0,5,31.58,3,36.84,1.0,1.4,0.4,2.9,0.6,1.43,0,1.05,0
2024-04-22,SP1,20:00,Sevilla,Mallorca,H,D,2023/2024,40.0,-0.25,60.0,4,31.58,6,57.89,1.6,1.6,0.4,2.49,1.2,1.56,0,1.42,1
2024-04-28,SP1,13:00,Cadiz,Mallorca,D,A,2023/2024,20.0,0.0,20.0,2,31.58,2,26.32,1.2,1.0,0.6,3.35,0.8,1.33,0,0.84,0
2024-05-14,SP1,18:30,Osasuna,Mallorca,D,H,2023/2024,20.0,0.0,20.0,4,31.58,4,26.32,0.8,1.0,0.6,2.99,1.6,1.4,0,1.0,0
2024-05-26,SP1,13:00,Getafe,Mallorca,A,D,2023/2024,40.0,-0.25,40.0,6,31.58,4,31.58,0.4,1.0,1.0,2.43,1.8,1.54,0,1.05,1
2024-08-24,SP1,16:00,Osasuna,Mallorca,H,D,2024/2025,0.0,-0.25,0.0,5,50.0,2,60.0,1.0,1.0,0.0,2.53,0.5,1.5,0,2.2,0
2024-08-31,SP1,20:30,Leganes,Mallorca,A,A,2024/2025,0.0,0.0,50.0,2,50.0,3,33.33,1.0,0.5,0.5,3.35,1.0,1.33,0,0.67,0
2024-09-23,SP1,20:00,Betis,Mallorca,A,D,2024/2025,33.33,-0.5,50.0,6,50.0,6,40.0,1.5,0.67,1.0,2.71,1.0,1.47,0,1.4,1
2024-09-27,SP1,20:00,Valladolid,Mallorca,A,D,2024/2025,50.0,0.25,25.0,1,50.0,6,25.0,0.5,0.75,1.25,2.93,0.5,1.41,0,0.5,1
2022-08-26,SP1,21:00,Betis,Osasuna,H,H,2022/2023,0.0,-0.5,50.0,1,26.32,2,47.37,2.0,1.0,0.0,1.98,0.0,1.88,0,1.37,0
2022-09-12,SP1,20:00,Almeria,Osasuna,A,A,2022/2023,0.0,0.0,66.67,2,26.32,4,57.89,1.0,0.5,0.5,2.19,1.33,1.75,0,1.53,0
2022-10-02,SP1,20:00,Real Madrid,Osasuna,D,H,2022/2023,0.0,-1.5,66.67,4,26.32,2,57.89,2.33,0.67,0.67,1.61,1.0,2.42,1,2.32,0
2022-10-17,SP1,20:00,Villarreal,Osasuna,H,H,2022/2023,0.0,-0.75,33.33,9,26.32,3,52.63,2.33,1.0,0.5,2.04,0.33,1.83,0,1.89,0
2022-10-23,SP1,17:30,Girona,Osasuna,D,D,2022/2023,0.0,-0.25,40.0,1,26.32,2,63.16,1.4,1.0,0.6,2.19,1.8,1.74,0,1.84,0
2022-11-05,SP1,17:30,Celta,Osasuna,A,A,2022/2023,20.0,-0.25,60.0,5,26.32,4,52.63,1.4,1.0,1.0,2.23,1.0,1.73,0,1.37,1
2022-12-31,SP1,15:15,Sociedad,Osasuna,H,H,2022/2023,20.0,-0.5,0.0,2,26.32,3,31.58,1.0,1.4,0.8,2.42,0.6,1.58,0,1.37,0
2023-01-09,SP1,20:00,Ath Bilbao,Osasuna,D,D,2022/2023,20.0,-1.0,40.0,3,26.32,1,31.58,1.6,1.2,0.6,2.0,0.2,1.85,0,1.16,0
2023-01-22,SP1,15:15,Elche,Osasuna,D,A,2022/2023,20.0,0.0,40.0,4,26.32,4,36.84,0.4,1.0,0.8,2.44,1.6,1.6,0,0.95,0
2023-02-04,SP1,13:00,Espanol,Osasuna,D,A,2022/2023,20.0,0.0,40.0,4,26.32,3,63.16,1.2,1.0,0.8,2.55,1.2,1.54,1,1.42,0
2023-02-12,SP1,17:30,Valladolid,Osasuna,D,D,2022/2023,0.0,-0.25,20.0,5,26.32,4,47.37,0.6,0.8,0.4,2.34,0.8,1.58,0,1.11,0
2023-02-26,SP1,20:00,Sevilla,Osasuna,A,A,2022/2023,20.0,-0.75,60.0,8,26.32,4,52.63,2.0,0.8,1.0,2.29,0.8,1.66,0,1.26,1
2023-03-11,SP1,20:00,Valencia,Osasuna,H,D,2022/2023,20.0,-0.5,40.0,4,26.32,0,47.37,1.0,1.0,1.0,2.51,1.0,1.57,0,1.42,0
2023-03-31,SP1,20:00,Mallorca,Osasuna,D,D,2022/2023,20.0,-0.25,20.0,1,26.32,2,21.05,1.2,0.8,0.8,3.39,0.8,1.33,0,1.16,0
2023-04-14,SP1,20:00,Vallecano,Osasuna,H,H,2022/2023,40.0,-0.5,60.0,3,26.32,4,63.16,1.2,1.0,0.8,2.45,1.2,1.55,0,1.47,1
2023-04-25,SP1,18:30,Cadiz,Osasuna,A,D,2022/2023,40.0,-0.25,20.0,4,26.32,4,31.58,0.6,1.0,1.0,2.51,1.4,1.54,1,1.0,0
2023-05-02,SP1,18:30,Barcelona,Osasuna,H,D,2022/2023,20.0,-2.25,40.0,4,26.32,2,47.37,1.6,0.8,0.4,1.43,0.2,2.9,1,1.95,0
2023-05-21,SP1,15:15,Ath Madrid,Osasuna,H,H,2022/2023,40.0,-1.25,80.0,5,26.32,2,57.89,2.8,1.2,0.4,1.66,0.6,2.34,0,2.16,1
2023-05-28,SP1,18:00,Getafe,Osasuna,H,D,2022/2023,60.0,-0.25,40.0,6,26.32,2,42.11,1.0,1.6,0.6,3.22,0.8,1.39,0,1.11,1
2023-08-13,SP1,16:00,Celta,Osasuna,A,A,2023/2024,0.0,-0.25,0.0,1,57.89,5,42.11,0.0,0.0,2.0,2.42,2.0,1.6,0,1.11,0
2023-08-27,SP1,18:30,Valencia,Osasuna,A,A,2023/2024,50.0,-0.75,50.0,4,57.89,2,36.84,1.0,0.5,2.0,2.58,1.0,1.53,0,1.05,1
2023-09-17,SP1,13:00,Getafe,Osasuna,H,D,2023/2024,66.67,0.0,33.33,6,57.89,3,31.58,1.33,1.33,2.0,3.08,0.67,1.41,0,1.05,1
2023-10-01,SP1,15:15,Alaves,Osasuna,A,A,2023/2024,50.0,-0.25,25.0,3,57.89,3,26.32,1.25,1.0,2.0,2.68,1.75,1.45,0,1.21,0
2023-10-07,SP1,15:15,Real Madrid,Osasuna,H,H,2023/2024,60.0,-1.75,75.0,9,57.89,1,57.89,2.5,1.6,1.6,1.55,0.5,2.51,0,2.53,1
2023-10-29,SP1,13:00,Betis,Osasuna,H,H,2023/2024,80.0,-0.5,40.0,2,57.89,1,36.84,1.4,2.0,1.4,2.16,0.4,1.75,0,1.42,1
2023-11-26,SP1,13:00,Villarreal,Osasuna,H,D,2023/2024,80.0,-0.25,80.0,3,57.89,7,73.68,1.6,2.4,1.2,1.95,1.8,1.9,0,1.89,1
2023-12-10,SP1,17:30,Cadiz,Osasuna,D,H,2023/2024,60.0,0.0,40.0,5,57.89,5,26.32,0.6,2.0,1.0,2.51,1.4,1.55,0,0.84,0
2023-12-21,SP1,20:30,Mallorca,Osasuna,H,D,2023/2024,80.0,-0.25,20.0,8,57.89,7,26.32,1.0,2.6,1.0,3.03,0.6,1.38,0,0.89,1
2024-01-28,SP1,17:30,Sevilla,Osasuna,D,H,2023/2024,60.0,-0.25,40.0,5,57.89,4,57.89,0.8,2.0,1.2,2.4,2.0,1.58,0,1.42,0
2024-01-31,SP1,18:00,Barcelona,Osasuna,H,D,2023/2024,40.0,-1.5,60.0,4,57.89,1,57.89,2.0,1.8,1.0,1.5,2.2,2.65,1,2.26,0
2024-02-10,SP1,15:15,Sociedad,Osasuna,A,D,2023/2024,20.0,-0.75,20.0,3,57.89,2,31.58,0.6,1.2,1.0,2.79,0.6,1.45,0,1.37,0
2024-02-25,SP1,17:30,Las Palmas,Osasuna,D,D,2023/2024,20.0,-0.25,60.0,3,57.89,2,31.58,1.6,1.2,1.0,2.49,1.0,1.56,0,1.05,0
2024-03-09,SP1,20:00,Girona,Osasuna,H,H,2023/2024,0.0,-1.0,60.0,6,57.89,1,68.42,2.8,1.0,0.6,1.7,0.8,2.13,0,2.79,0
2024-03-30,SP1,15:15,Almeria,Osasuna,A,A,2023/2024,20.0,0.0,80.0,5,57.89,4,68.42,0.8,0.8,1.0,2.05,2.0,1.8,0,1.16,1
2024-04-20,SP1,15:15,Vallecano,Osasuna,H,A,2023/2024,40.0,-0.25,20.0,6,57.89,2,36.84,1.2,1.0,1.2,2.74,0.6,1.47,0,0.95,1
2024-04-28,SP1,15:15,Granada,Osasuna,H,H,2023/2024,60.0,-0.25,40.0,4,57.89,2,47.37,1.6,1.6,1.0,2.4,1.0,1.59,0,1.26,1
2024-05-11,SP1,20:00,Ath Bilbao,Osasuna,D,A,2023/2024,80.0,-1.25,20.0,6,57.89,3,57.89,1.2,1.8,1.2,1.92,0.8,1.9,0,2.21,1
